fid,id,lat,lon,height,name,state,fid_2,id_2,lat_2,lon_2,height_2,name_2,state_2,id_3,OBJID,BEGINN,GF,NUTS_LEVEL,NUTS_CODE,NUTS_NAME
114,6219,48.8768,11.1043,394,Dollnstein-Breitenfurt Bayern,Frei,1219,6219,48.8768,11.1043,394,Dollnstein-Breitenfurt Bayern,Frei,2,DEBKGNU2000000D7,2025/01/16 00:00:00,4,1,DE2,Bayern
115,6312,49.5314,10.6418,362,Markt Erlbach-Mosbach Bayern,Frei,1244,6312,49.5314,10.6418,362,Markt Erlbach-Mosbach Bayern,Frei,2,DEBKGNU2000000D7,2025/01/16 00:00:00,4,1,DE2,Bayern
116,7319,48.7374,10.7393,435,Donauwörth-Osterweiler Bayern,Frei,1260,7319,48.7374,10.7393,435,Donauwörth-Osterweiler Bayern,Frei,2,DEBKGNU2000000D7,2025/01/16 00:00:00,4,1,DE2,Bayern
117,7369,49.1623,10.3661,475,Feuchtwangen-Heilbronn Bayern,Frei,1273,7369,49.1623,10.3661,475,Feuchtwangen-Heilbronn Bayern,Frei,2,DEBKGNU2000000D7,2025/01/16 00:00:00,4,1,DE2,Bayern
118,867,50.3066,10.9679,344,Lautertal-Oberlauter Bayern,Frei,195,867,50.3066,10.9679,344,Lautertal-Oberlauter Bayern,Frei,2,DEBKGNU2000000D7,2025/01/16 00:00:00,4,1,DE2,Bayern
119,2750,50.2524,11.3209,310,Kronach Bayern,Frei,575,2750,50.2524,11.3209,310,Kronach Bayern,Frei,2,DEBKGNU2000000D7,2025/01/16 00:00:00,4,1,DE2,Bayern
120,2261,50.3123,11.876,565,Hof Bayern,Frei,473,2261,50.3123,11.876,565,Hof Bayern,Frei,2,DEBKGNU2000000D7,2025/01/16 00:00:00,4,1,DE2,Bayern
121,5434,50.0858,11.2364,317,Weismain Bayern,Frei,1097,5434,50.0858,11.2364,317,Weismain Bayern,Frei,2,DEBKGNU2000000D7,2025/01/16 00:00:00,4,1,DE2,Bayern
122,7394,50.0315,11.9745,622,Wunsiedel-Schönbrunn Bayern,Frei,1281,7394,50.0315,11.9745,622,Wunsiedel-Schönbrunn Bayern,Frei,2,DEBKGNU2000000D7,2025/01/16 00:00:00,4,1,DE2,Bayern
123,502,49.8643,9.5044,371,Bischbrunn-Oberndorf Bayern,Frei,115,502,49.8643,9.5044,371,Bischbrunn-Oberndorf Bayern,Frei,2,DEBKGNU2000000D7,2025/01/16 00:00:00,4,1,DE2,Bayern
124,685,49.9017,9.4281,585,Breitsol Bayern,Frei,154,685,49.9017,9.4281,585,Breitsol Bayern,Frei,2,DEBKGNU2000000D7,2025/01/16 00:00:00,4,1,DE2,Bayern
125,3056,50.0103,9.61,161,Lohr/Main-Steinbach Bayern,Frei,643,3056,50.0103,9.61,161,Lohr/Main-Steinbach Bayern,Frei,2,DEBKGNU2000000D7,2025/01/16 00:00:00,4,1,DE2,Bayern
126,6336,50.0132,9.654,288,Lohr/Main-Halsbach Bayern,Frei,1246,6336,50.0132,9.654,288,Lohr/Main-Halsbach Bayern,Frei,2,DEBKGNU2000000D7,2025/01/16 00:00:00,4,1,DE2,Bayern
127,7412,50.0083,9.4238,340,Neuhütten/Spessart Bayern,Frei,1286,7412,50.0083,9.4238,340,Neuhütten/Spessart Bayern,Frei,2,DEBKGNU2000000D7,2025/01/16 00:00:00,4,1,DE2,Bayern
128,3875,49.151,11.6897,549,Parsberg/Oberpfalz-Eglwang Bayern,Frei,805,3875,49.151,11.6897,549,Parsberg/Oberpfalz-Eglwang Bayern,Frei,2,DEBKGNU2000000D7,2025/01/16 00:00:00,4,1,DE2,Bayern
129,2360,48.6018,11.6769,438,Hüll Bayern,Frei,494,2360,48.6018,11.6769,438,Hüll Bayern,Frei,2,DEBKGNU2000000D7,2025/01/16 00:00:00,4,1,DE2,Bayern
130,221,48.5515,11.7117,483,Au i.d.Hallertau-Günzenhausen Bayern,Frei,51,221,48.5515,11.7117,483,Au i.d.Hallertau-Günzenhausen Bayern,Frei,2,DEBKGNU2000000D7,2025/01/16 00:00:00,4,1,DE2,Bayern
131,1292,49.7522,11.8222,470,Eschenbach/Oberpfalz Bayern,Frei,295,1292,49.7522,11.8222,470,Eschenbach/Oberpfalz Bayern,Frei,2,DEBKGNU2000000D7,2025/01/16 00:00:00,4,1,DE2,Bayern
132,3571,49.8174,11.8638,452,Neustadt am Kulm-Filchendorf Bayern,Frei,747,3571,49.8174,11.8638,452,Neustadt am Kulm-Filchendorf Bayern,Frei,2,DEBKGNU2000000D7,2025/01/16 00:00:00,4,1,DE2,Bayern
133,2773,49.4283,11.9016,416,Kümmersbruck Bayern,Frei,581,2773,49.4283,11.9016,416,Kümmersbruck Bayern,Frei,2,DEBKGNU2000000D7,2025/01/16 00:00:00,4,1,DE2,Bayern
134,4592,49.3278,12.0871,356,Schwandorf Bayern,Frei,946,4592,49.3278,12.0871,356,Schwandorf Bayern,Frei,2,DEBKGNU2000000D7,2025/01/16 00:00:00,4,1,DE2,Bayern
135,4104,49.0425,12.1019,365,Regensburg Bayern,Frei,844,4104,49.0425,12.1019,365,Regensburg Bayern,Frei,2,DEBKGNU2000000D7,2025/01/16 00:00:00,4,1,DE2,Bayern
136,5397,49.6662,12.1844,440,Weiden Bayern,Frei,1085,5397,49.6662,12.1844,440,Weiden Bayern,Frei,2,DEBKGNU2000000D7,2025/01/16 00:00:00,4,1,DE2,Bayern
137,2831,48.5357,12.1132,393,Landshut Bayern,Frei,594,2831,48.5357,12.1132,393,Landshut Bayern,Frei,2,DEBKGNU2000000D7,2025/01/16 00:00:00,4,1,DE2,Bayern
138,2783,48.5126,12.1513,436,Kumhausen Bayern,Frei,584,2783,48.5126,12.1513,436,Kumhausen Bayern,Frei,2,DEBKGNU2000000D7,2025/01/16 00:00:00,4,1,DE2,Bayern
139,4911,48.8275,12.5597,351,Straubing Bayern,Frei,994,4911,48.8275,12.5597,351,Straubing Bayern,Frei,2,DEBKGNU2000000D7,2025/01/16 00:00:00,4,1,DE2,Bayern
140,4559,49.1644,12.6175,398,Schorndorf-Knöbling Bayern,Frei,937,4559,49.1644,12.6175,398,Schorndorf-Knöbling Bayern,Frei,2,DEBKGNU2000000D7,2025/01/16 00:00:00,4,1,DE2,Bayern
141,3271,48.8548,12.9189,314,Metten Bayern,Frei,693,3271,48.8548,12.9189,314,Metten Bayern,Frei,2,DEBKGNU2000000D7,2025/01/16 00:00:00,4,1,DE2,Bayern
142,5802,49.0007,13.2137,615,Zwieselberg Bayern,Frei,1161,5802,49.0007,13.2137,615,Zwieselberg Bayern,Frei,2,DEBKGNU2000000D7,2025/01/16 00:00:00,4,1,DE2,Bayern
143,5800,49.028,13.2385,615,Zwiesel Bayern,Frei,1160,5800,49.028,13.2385,615,Zwiesel Bayern,Frei,2,DEBKGNU2000000D7,2025/01/16 00:00:00,4,1,DE2,Bayern
144,4354,48.7832,13.3146,457,Saldenburg-Entschenreuth Bayern,Frei,892,4354,48.7832,13.3146,457,Saldenburg-Entschenreuth Bayern,Frei,2,DEBKGNU2000000D7,2025/01/16 00:00:00,4,1,DE2,Bayern
145,5856,48.5451,13.3532,476,Fürstenzell Bayern,Frei,1169,5856,48.5451,13.3532,476,Fürstenzell Bayern,Frei,2,DEBKGNU2000000D7,2025/01/16 00:00:00,4,1,DE2,Bayern
146,3879,48.5781,13.4696,409,Passau-Oberhaus Bayern,Frei,807,3879,48.5781,13.4696,409,Passau-Oberhaus Bayern,Frei,2,DEBKGNU2000000D7,2025/01/16 00:00:00,4,1,DE2,Bayern
147,5904,48.6493,11.7772,431,Mainburg Bayern,Frei,1175,5904,48.6493,11.7772,431,Mainburg Bayern,Frei,2,DEBKGNU2000000D7,2025/01/16 00:00:00,4,1,DE2,Bayern
148,7075,48.702,11.8493,429,Elsendorf-Horneck Bayern,Frei,1251,7075,48.702,11.8493,429,Elsendorf-Horneck Bayern,Frei,2,DEBKGNU2000000D7,2025/01/16 00:00:00,4,1,DE2,Bayern
149,7370,49.391,12.6838,499,Waldmünchen Bayern,Frei,1274,7370,49.391,12.6838,499,Waldmünchen Bayern,Frei,2,DEBKGNU2000000D7,2025/01/16 00:00:00,4,1,DE2,Bayern
150,7395,48.6595,12.5388,351,Gottfrieding Bayern,Frei,1282,7395,48.6595,12.5388,351,Gottfrieding Bayern,Frei,2,DEBKGNU2000000D7,2025/01/16 00:00:00,4,1,DE2,Bayern
151,410,52.404,13.7309,33,Berlin-Kaniswall Berlin,Frei,95,410,52.404,13.7309,33,Berlin-Kaniswall Berlin,Frei,3,DEBKGNU2000000D8,2023/10/04 00:00:00,4,1,DE3,Berlin
152,403,52.4537,13.3017,51,Berlin-Dahlem (FU) Berlin,Frei,91,403,52.4537,13.3017,51,Berlin-Dahlem (FU) Berlin,Frei,3,DEBKGNU2000000D8,2023/10/04 00:00:00,4,1,DE3,Berlin
153,433,52.4676,13.402,48,Berlin-Tempelhof Berlin,Frei,106,433,52.4676,13.402,48,Berlin-Tempelhof Berlin,Frei,3,DEBKGNU2000000D8,2023/10/04 00:00:00,4,1,DE3,Berlin
154,424,52.5,13.4667,36,Berlin-Ostkreuz Berlin,Frei,100,424,52.5,13.4667,36,Berlin-Ostkreuz Berlin,Frei,3,DEBKGNU2000000D8,2023/10/04 00:00:00,4,1,DE3,Berlin
155,399,52.5198,13.4057,36,Berlin-Alexanderplatz Berlin,Frei,88,399,52.5198,13.4057,36,Berlin-Alexanderplatz Berlin,Frei,3,DEBKGNU2000000D8,2023/10/04 00:00:00,4,1,DE3,Berlin
156,420,52.5447,13.5598,61,Berlin-Marzahn Berlin,Frei,98,420,52.5447,13.5598,61,Berlin-Marzahn Berlin,Frei,3,DEBKGNU2000000D8,2023/10/04 00:00:00,4,1,DE3,Berlin
157,430,52.5644,13.3088,36,Berlin-Tegel Berlin,Frei,104,430,52.5644,13.3088,36,Berlin-Tegel Berlin,Frei,3,DEBKGNU2000000D8,2023/10/04 00:00:00,4,1,DE3,Berlin
158,432,52.6044,13.2952,36,Berlin-Tegeler Fliesstal Berlin,Frei,105,432,52.6044,13.2952,36,Berlin-Tegeler Fliesstal Berlin,Frei,3,DEBKGNU2000000D8,2023/10/04 00:00:00,4,1,DE3,Berlin
159,400,52.631,13.5021,60,Berlin-Buch Berlin,Frei,89,400,52.631,13.5021,60,Berlin-Buch Berlin,Frei,3,DEBKGNU2000000D8,2023/10/04 00:00:00,4,1,DE3,Berlin
160,2856,51.9173,13.0878,92,Langenlipsdorf Brandenburg,Frei,595,2856,51.9173,13.0878,92,Langenlipsdorf Brandenburg,Frei,4,DEBKGNU2000000D9,2025/01/16 00:00:00,4,1,DE4,Brandenburg
161,3083,51.9267,13.8797,57,Lübben-Blumenfelde Brandenburg,Frei,647,3083,51.9267,13.8797,57,Lübben-Blumenfelde Brandenburg,Frei,4,DEBKGNU2000000D9,2025/01/16 00:00:00,4,1,DE4,Brandenburg
162,3082,51.9333,13.8833,56,Lübben Brandenburg,Frei,646,3082,51.9333,13.8833,56,Lübben Brandenburg,Frei,4,DEBKGNU2000000D9,2025/01/16 00:00:00,4,1,DE4,Brandenburg
163,2475,51.9999,13.101,75,Jüterbog Brandenburg,Frei,516,2475,51.9999,13.101,75,Jüterbog Brandenburg,Frei,4,DEBKGNU2000000D9,2025/01/16 00:00:00,4,1,DE4,Brandenburg
164,2436,52.0547,13.2344,55,Jänickendorf,Brandenburg,508,2436,52.0547,13.2344,55,Jänickendorf,Brandenburg,4,DEBKGNU2000000D9,2025/01/16 00:00:00,4,1,DE4,Brandenburg
165,303,52.0613,13.4997,55,Baruth Brandenburg,Frei,66,303,52.0613,13.4997,55,Baruth Brandenburg,Frei,4,DEBKGNU2000000D9,2025/01/16 00:00:00,4,1,DE4,Brandenburg
166,3015,52.2085,14.118,98,Lindenberg Brandenburg,Frei,630,3015,52.2085,14.118,98,Lindenberg Brandenburg,Frei,4,DEBKGNU2000000D9,2025/01/16 00:00:00,4,1,DE4,Brandenburg
167,3987,52.3812,13.0622,81,Potsdam Brandenburg,Frei,826,3987,52.3812,13.0622,81,Potsdam Brandenburg,Frei,4,DEBKGNU2000000D9,2025/01/16 00:00:00,4,1,DE4,Brandenburg
168,3988,52.3822,13.0622,81,Potsdam (Säkularstation) Brandenburg,Frei,827,3988,52.3822,13.0622,81,Potsdam (Säkularstation) Brandenburg,Frei,4,DEBKGNU2000000D9,2025/01/16 00:00:00,4,1,DE4,Brandenburg
169,650,52.4136,12.5503,35,Brandenburg-Görden Brandenburg,Frei,146,650,52.4136,12.5503,35,Brandenburg-Görden Brandenburg,Frei,4,DEBKGNU2000000D9,2025/01/16 00:00:00,4,1,DE4,Brandenburg
170,427,52.3807,13.5306,46,Berlin Brandenburg Brandenburg,Frei,102,427,52.3807,13.5306,46,Berlin Brandenburg Brandenburg,Frei,4,DEBKGNU2000000D9,2025/01/16 00:00:00,4,1,DE4,Brandenburg
171,1426,52.3397,14.508,67,Frankfurt/Oder Brandenburg,Frei,328,1426,52.3397,14.508,67,Frankfurt/Oder Brandenburg,Frei,4,DEBKGNU2000000D9,2025/01/16 00:00:00,4,1,DE4,Brandenburg
172,3376,52.5176,14.1232,64,Müncheberg Brandenburg,Frei,714,3376,52.5176,14.1232,64,Müncheberg Brandenburg,Frei,4,DEBKGNU2000000D9,2025/01/16 00:00:00,4,1,DE4,Brandenburg
173,3158,52.5468,14.5453,12,Manschnow Brandenburg,Frei,665,3158,52.5468,14.5453,12,Manschnow Brandenburg,Frei,4,DEBKGNU2000000D9,2025/01/16 00:00:00,4,1,DE4,Brandenburg
174,3552,52.9037,12.8071,38,Neuruppin Brandenburg,Frei,745,3552,52.9037,12.8071,38,Neuruppin Brandenburg,Frei,4,DEBKGNU2000000D9,2025/01/16 00:00:00,4,1,DE4,Brandenburg
175,2794,52.9362,12.4093,40,Kyritz Brandenburg,Frei,586,2794,52.9362,12.4093,40,Kyritz Brandenburg,Frei,4,DEBKGNU2000000D9,2025/01/16 00:00:00,4,1,DE4,Brandenburg
176,96,52.9437,12.8518,50,Neuruppin-Alt Ruppin Brandenburg,Frei,15,96,52.9437,12.8518,50,Neuruppin-Alt Ruppin Brandenburg,Frei,4,DEBKGNU2000000D9,2025/01/16 00:00:00,4,1,DE4,Brandenburg
177,164,53.0316,13.9908,54,Angermünde Brandenburg,Frei,30,164,53.0316,13.9908,54,Angermünde Brandenburg,Frei,4,DEBKGNU2000000D9,2025/01/16 00:00:00,4,1,DE4,Brandenburg
178,1552,53.2066,14.3817,13,Gartz/Oder Brandenburg,Frei,352,1552,53.2066,14.3817,13,Gartz/Oder Brandenburg,Frei,4,DEBKGNU2000000D9,2025/01/16 00:00:00,4,1,DE4,Brandenburg
179,1869,53.3154,13.9339,56,Grünow Brandenburg,Frei,400,1869,53.3154,13.9339,56,Grünow Brandenburg,Frei,4,DEBKGNU2000000D9,2025/01/16 00:00:00,4,1,DE4,Brandenburg
180,5463,52.0654,14.6898,58,Wellmitz Brandenburg,Frei,1103,5463,52.0654,14.6898,58,Wellmitz Brandenburg,Frei,4,DEBKGNU2000000D9,2025/01/16 00:00:00,4,1,DE4,Brandenburg
181,5546,52.1206,12.4586,187,Wiesenburg Brandenburg,Frei,1116,5546,52.1206,12.4586,187,Wiesenburg Brandenburg,Frei,4,DEBKGNU2000000D9,2025/01/16 00:00:00,4,1,DE4,Brandenburg
182,5643,53.1864,12.4949,68,Wittstock-Rote Mühle Brandenburg,Frei,1131,5643,53.1864,12.4949,68,Wittstock-Rote Mühle Brandenburg,Frei,4,DEBKGNU2000000D9,2025/01/16 00:00:00,4,1,DE4,Brandenburg
183,5745,52.9664,13.3268,51,Zehdenick Brandenburg,Frei,1151,5745,52.9664,13.3268,51,Zehdenick Brandenburg,Frei,4,DEBKGNU2000000D9,2025/01/16 00:00:00,4,1,DE4,Brandenburg
184,5825,52.6198,12.7867,41,Berge Brandenburg,Frei,1164,5825,52.6198,12.7867,41,Berge Brandenburg,Frei,4,DEBKGNU2000000D9,2025/01/16 00:00:00,4,1,DE4,Brandenburg
185,6170,52.0192,14.7254,39,Coschen Brandenburg,Frei,1206,6170,52.0192,14.7254,39,Coschen Brandenburg,Frei,4,DEBKGNU2000000D9,2025/01/16 00:00:00,4,1,DE4,Brandenburg
186,7244,53.1424,13.0319,62,Neuglobsow (HM) Brandenburg,Frei,1257,7244,53.1424,13.0319,62,Neuglobsow (HM) Brandenburg,Frei,4,DEBKGNU2000000D9,2025/01/16 00:00:00,4,1,DE4,Brandenburg
187,7389,52.7461,13.8427,83,Heckelberg Brandenburg,Frei,1277,7389,52.7461,13.8427,83,Heckelberg Brandenburg,Frei,4,DEBKGNU2000000D9,2025/01/16 00:00:00,4,1,DE4,Brandenburg
188,2315,51.7657,13.1666,78,Holzdorf-Bernsdorf Brandenburg,Frei,482,2315,51.7657,13.1666,78,Holzdorf-Bernsdorf Brandenburg,Frei,4,DEBKGNU2000000D9,2025/01/16 00:00:00,4,1,DE4,Brandenburg
189,1001,51.6451,13.5747,97,Doberlug-Kirchhain Brandenburg,Frei,226,1001,51.6451,13.5747,97,Doberlug-Kirchhain Brandenburg,Frei,4,DEBKGNU2000000D9,2025/01/16 00:00:00,4,1,DE4,Brandenburg
190,2627,51.5554,13.8845,128,Schipkau-Klettwitz Brandenburg,Frei,550,2627,51.5554,13.8845,128,Schipkau-Klettwitz Brandenburg,Frei,4,DEBKGNU2000000D9,2025/01/16 00:00:00,4,1,DE4,Brandenburg
191,880,51.7759,14.3168,69,Cottbus Brandenburg,Frei,199,880,51.7759,14.3168,69,Cottbus Brandenburg,Frei,4,DEBKGNU2000000D9,2025/01/16 00:00:00,4,1,DE4,Brandenburg
192,2951,53.1007,11.4864,20,Lenzen/Elbe Brandenburg,Frei,619,2951,53.1007,11.4864,20,Lenzen/Elbe Brandenburg,Frei,4,DEBKGNU2000000D9,2025/01/16 00:00:00,4,1,DE4,Brandenburg
193,5431,53.0333,11.8,24,Weisen bei Wittenberge Sachsen-Anhalt,Frei,1095,5431,53.0333,11.8,24,Weisen bei Wittenberge Sachsen-Anhalt,Frei,4,DEBKGNU2000000D9,2025/01/16 00:00:00,4,1,DE4,Brandenburg
194,701,53.5332,8.5761,7,Bremerhaven Bremen,Frei,157,701,53.5332,8.5761,7,Bremerhaven Bremen,Frei,5,DEBKGNU2000000DA,2025/01/04 00:00:00,4,1,DE5,Bremen
195,691,53.0451,8.7981,4,Bremen Bremen,Frei,155,691,53.0451,8.7981,4,Bremen Bremen,Frei,5,DEBKGNU2000000DA,2025/01/04 00:00:00,4,1,DE5,Bremen
196,1981,53.4776,9.8957,4,Hamburg-Neuwiedenthal Hamburg,Frei,420,1981,53.4776,9.8957,4,Hamburg-Neuwiedenthal Hamburg,Frei,6,DEBKGNU2000000DB,2025/01/04 00:00:00,4,1,DE6,Hamburg
197,1987,53.5467,9.9662,47,Hamburg-Sankt Pauli Hamburg,Frei,422,1987,53.5467,9.9662,47,Hamburg-Sankt Pauli Hamburg,Frei,6,DEBKGNU2000000DB,2025/01/04 00:00:00,4,1,DE6,Hamburg
198,1975,53.6332,9.9881,11,Hamburg-Fuhlsbüttel Hamburg,Frei,418,1975,53.6332,9.9881,11,Hamburg-Fuhlsbüttel Hamburg,Frei,6,DEBKGNU2000000DB,2025/01/04 00:00:00,4,1,DE6,Hamburg
199,1990,53.5853,10.1293,18,Hamburg-Wandsbek Hamburg,Frei,423,1990,53.5853,10.1293,18,Hamburg-Wandsbek Hamburg,Frei,6,DEBKGNU2000000DB,2025/01/04 00:00:00,4,1,DE6,Hamburg
200,1580,49.9859,7.9548,111,Geisenheim Hessen,Frei,355,1580,49.9859,7.9548,111,Geisenheim Hessen,Frei,7,DEBKGNU2000000DC,2024/04/24 00:00:00,4,1,DE7,Hessen
201,3004,50.4116,8.0605,185,Limburg/Lahn-Offheim Hessen,Frei,628,3004,50.4116,8.0605,185,Limburg/Lahn-Offheim Hessen,Frei,7,DEBKGNU2000000DC,2024/04/24 00:00:00,4,1,DE7,Hessen
202,979,50.7364,8.2672,314,Dillenburg Hessen,Frei,219,979,50.7364,8.2672,314,Dillenburg Hessen,Frei,7,DEBKGNU2000000DC,2024/04/24 00:00:00,4,1,DE7,Hessen
203,6344,50.394,8.1423,168,Runkel-Ennerich Hessen,Frei,1248,6344,50.394,8.1423,168,Runkel-Ennerich Hessen,Frei,7,DEBKGNU2000000DC,2024/04/24 00:00:00,4,1,DE7,Hessen
204,2601,50.2218,8.4469,822,Kleiner Feldberg/Taunus Hessen,Frei,546,2601,50.2218,8.4469,822,Kleiner Feldberg/Taunus Hessen,Frei,7,DEBKGNU2000000DC,2024/04/24 00:00:00,4,1,DE7,Hessen
205,1639,50.6017,8.6439,203,Gießen/Wettenberg Hessen,Frei,370,1639,50.6017,8.6439,203,Gießen/Wettenberg Hessen,Frei,7,DEBKGNU2000000DC,2024/04/24 00:00:00,4,1,DE7,Hessen
206,3164,50.8492,8.7745,187,"Cölbe, Kr. Marburg-Biedenkopf Hessen",Frei,667,3164,50.8492,8.7745,187,"Cölbe, Kr. Marburg-Biedenkopf Hessen",Frei,7,DEBKGNU2000000DC,2024/04/24 00:00:00,4,1,DE7,Hessen
207,3300,50.2285,9.1064,155,Mittel-Gründau Hessen,Frei,700,3300,50.2285,9.1064,155,Mittel-Gründau Hessen,Frei,7,DEBKGNU2000000DC,2024/04/24 00:00:00,4,1,DE7,Hessen
208,1863,50.2667,9.1854,258,Gründau-Breitenborn Hessen,Frei,399,1863,50.2667,9.1854,258,Gründau-Breitenborn Hessen,Frei,7,DEBKGNU2000000DC,2024/04/24 00:00:00,4,1,DE7,Hessen
209,1504,51.119,9.2799,172,Fritzlar/Eder Hessen,Frei,344,1504,51.119,9.2799,172,Fritzlar/Eder Hessen,Frei,7,DEBKGNU2000000DC,2024/04/24 00:00:00,4,1,DE7,Hessen
210,91,50.7446,9.345,304,Alsfeld-Eifa Hessen,Frei,13,91,50.7446,9.345,304,Alsfeld-Eifa Hessen,Frei,7,DEBKGNU2000000DC,2024/04/24 00:00:00,4,1,DE7,Hessen
211,2532,51.2963,9.4424,231,Kassel Hessen,Frei,532,2532,51.2963,9.4424,231,Kassel Hessen,Frei,7,DEBKGNU2000000DC,2024/04/24 00:00:00,4,1,DE7,Hessen
212,2533,51.334,9.4506,198,Kassel-Harleshausen Hessen,Frei,533,2533,51.334,9.4506,198,Kassel-Harleshausen Hessen,Frei,7,DEBKGNU2000000DC,2024/04/24 00:00:00,4,1,DE7,Hessen
213,1526,50.5668,9.6532,245,Fulda-Horas Hessen,Frei,349,1526,50.5668,9.6532,245,Fulda-Horas Hessen,Frei,7,DEBKGNU2000000DC,2024/04/24 00:00:00,4,1,DE7,Hessen
214,2171,50.852,9.7377,272,"Hersfeld, Bad Hessen",Frei,456,2171,50.852,9.7377,272,"Hersfeld, Bad Hessen",Frei,7,DEBKGNU2000000DC,2024/04/24 00:00:00,4,1,DE7,Hessen
215,1297,51.2041,10.0138,156,Eschwege Hessen,Frei,296,1297,51.2041,10.0138,156,Eschwege Hessen,Frei,7,DEBKGNU2000000DC,2024/04/24 00:00:00,4,1,DE7,Hessen
216,5277,50.8119,9.128,349,Wahlen Hessen,Frei,1062,5277,50.8119,9.128,349,Wahlen Hessen,Frei,7,DEBKGNU2000000DC,2024/04/24 00:00:00,4,1,DE7,Hessen
217,5279,51.6194,9.5749,167,Wesertal-Lippoldsberg Hessen,Frei,1063,5279,51.6194,9.5749,167,Wesertal-Lippoldsberg Hessen,Frei,7,DEBKGNU2000000DC,2024/04/24 00:00:00,4,1,DE7,Hessen
218,5371,50.4973,9.9427,920,Wasserkuppe Hessen,Frei,1083,5371,50.4973,9.9427,920,Wasserkuppe Hessen,Frei,7,DEBKGNU2000000DC,2024/04/24 00:00:00,4,1,DE7,Hessen
219,5582,51.294,8.6026,580,Willingen/Upland Hessen,Frei,1123,5582,51.294,8.6026,580,Willingen/Upland Hessen,Frei,7,DEBKGNU2000000DC,2024/04/24 00:00:00,4,1,DE7,Hessen
220,5644,51.3493,9.8438,133,Witzenhausen Hessen,Frei,1132,5644,51.3493,9.8438,133,Witzenhausen Hessen,Frei,7,DEBKGNU2000000DC,2024/04/24 00:00:00,4,1,DE7,Hessen
221,7396,50.5084,9.2246,740,Hoherodskopf/Vogelsberg Hessen,Frei,1283,7396,50.5084,9.2246,740,Hoherodskopf/Vogelsberg Hessen,Frei,7,DEBKGNU2000000DC,2024/04/24 00:00:00,4,1,DE7,Hessen
222,7410,50.7513,9.0224,350,Neu-Ulrichstein Hessen,Frei,1285,7410,50.7513,9.0224,350,Neu-Ulrichstein Hessen,Frei,7,DEBKGNU2000000DC,2024/04/24 00:00:00,4,1,DE7,Hessen
223,15207,51.2835,9.359,317,Schauenburg-Elgershausen Hessen,Frei,1331,15207,51.2835,9.359,317,Schauenburg-Elgershausen Hessen,Frei,7,DEBKGNU2000000DC,2024/04/24 00:00:00,4,1,DE7,Hessen
224,3287,49.7177,9.0997,453,Michelstadt-Vielbrunn Hessen,Frei,697,3287,49.7177,9.0997,453,Michelstadt-Vielbrunn Hessen,Frei,7,DEBKGNU2000000DC,2024/04/24 00:00:00,4,1,DE7,Hessen
225,920,49.8564,8.5929,108,Darmstadt (US-Air-Base) Hessen,Frei,208,920,49.8564,8.5929,108,Darmstadt (US-Air-Base) Hessen,Frei,7,DEBKGNU2000000DC,2024/04/24 00:00:00,4,1,DE7,Hessen
226,1420,50.0259,8.5213,100,Frankfurt/Main Hessen,Frei,322,1420,50.0259,8.5213,100,Frankfurt/Main Hessen,Frei,7,DEBKGNU2000000DC,2024/04/24 00:00:00,4,1,DE7,Hessen
227,1425,50.1214,8.6604,103,Frankfurt/Main (Feldbergstr.) Hessen,Frei,327,1425,50.1214,8.6604,103,Frankfurt/Main (Feldbergstr.) Hessen,Frei,7,DEBKGNU2000000DC,2024/04/24 00:00:00,4,1,DE7,Hessen
228,1421,50.1474,8.6746,125,Frankfurt/Main (Stadt) Hessen,Frei,323,1421,50.1474,8.6746,125,Frankfurt/Main (Stadt) Hessen,Frei,7,DEBKGNU2000000DC,2024/04/24 00:00:00,4,1,DE7,Hessen
229,7341,50.09,8.7862,119,Offenbach-Wetterpark Hessen,Frei,1266,7341,50.09,8.7862,119,Offenbach-Wetterpark Hessen,Frei,7,DEBKGNU2000000DC,2024/04/24 00:00:00,4,1,DE7,Hessen
230,3196,53.3221,11.9324,81,Marnitz Mecklenburg-Vorpommern,Frei,672,3196,53.3221,11.9324,81,Marnitz Mecklenburg-Vorpommern,Frei,8,DEBKGNU2000000DD,2025/01/04 00:00:00,4,1,DE8,Mecklenburg-Vorpommern
231,3577,53.3585,13.0502,64,Neustrelitz Mecklenburg-Vorpommern,Frei,750,3577,53.3585,13.0502,64,Neustrelitz Mecklenburg-Vorpommern,Frei,8,DEBKGNU2000000DD,2025/01/04 00:00:00,4,1,DE8,Mecklenburg-Vorpommern
232,6109,53.3837,14.3728,51,Grambow-Schwennenz Mecklenburg-Vorpommern,Frei,1197,6109,53.3837,14.3728,51,Grambow-Schwennenz Mecklenburg-Vorpommern,Frei,8,DEBKGNU2000000DD,2025/01/04 00:00:00,4,1,DE8,Mecklenburg-Vorpommern
233,7351,53.3176,13.4175,115,Feldberg/Mecklenburg Mecklenburg-Vorpommern,Frei,1269,7351,53.3176,13.4175,115,Feldberg/Mecklenburg Mecklenburg-Vorpommern,Frei,8,DEBKGNU2000000DD,2025/01/04 00:00:00,4,1,DE8,Mecklenburg-Vorpommern
234,596,54.0027,11.1908,15,Boltenhagen Mecklenburg-Vorpommern,Frei,131,596,54.0027,11.1908,15,Boltenhagen Mecklenburg-Vorpommern,Frei,8,DEBKGNU2000000DD,2025/01/04 00:00:00,4,1,DE8,Mecklenburg-Vorpommern
