fid,id,lat,lon,height,name,state,fid_2,id_2,lat_2,lon_2,height_2,name_2,state_2,id_3,OBJID,BEGINN,GF,NUTS_LEVEL,NUTS_CODE,NUTS_NAME
345,1246,51.8418,8.0607,104,Ennigerloh-Ostenfelde Nordrhein-Westfalen,Frei,282,1246,51.8418,8.0607,104,Ennigerloh-Ostenfelde Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
346,554,51.8293,6.5365,23,Bocholt-Liedern (Wasserwerk) Nordrhein-Westfalen,Frei,122,554,51.8293,6.5365,23,Bocholt-Liedern (Wasserwerk) Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
347,617,51.873,6.8863,47,Borken in Westfalen Nordrhein-Westfalen,Frei,137,617,51.873,6.8863,47,Borken in Westfalen Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
348,3404,51.9494,7.5906,62,Münster Nordrhein-Westfalen,Frei,722,3404,51.9494,7.5906,62,Münster Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
349,1766,52.1344,7.6969,48,Münster/Osnabrück Nordrhein-Westfalen,Frei,388,1766,52.1344,7.6969,48,Münster/Osnabrück Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
350,4692,50.8534,7.9966,229,Siegen (Kläranlage) Nordrhein-Westfalen,Frei,963,4692,50.8534,7.9966,229,Siegen (Kläranlage) Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
351,5480,51.5763,7.8879,85,Werl Nordrhein-Westfalen,Frei,1105,5480,51.5763,7.8879,85,Werl Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
352,7330,51.4633,7.978,159,Arnsberg-Neheim Nordrhein-Westfalen,Frei,1264,7330,51.4633,7.978,159,Arnsberg-Neheim Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
353,7374,52.0813,6.9409,46,Ahaus Nordrhein-Westfalen,Frei,1276,7374,52.0813,6.9409,46,Ahaus Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
354,15000,50.7983,6.0244,231,Aachen-Orsbach Nordrhein-Westfalen,Frei,1323,15000,50.7983,6.0244,231,Aachen-Orsbach Nordrhein-Westfalen,Frei,10,DEBKGNU2000000DF,2025/01/04 00:00:00,4,1,DEA,Nordrhein-Westfalen
355,377,49.107,7.9967,210,"Bergzabern, Bad Rheinland-Pfalz",Frei,83,377,49.107,7.9967,210,"Bergzabern, Bad Rheinland-Pfalz",Frei,11,DEBKGNU2000000DG,2025/01/04 00:00:00,4,1,DEB,Rheinland-Pfalz
356,1072,49.4719,8.1929,107,"Dürkheim, Bad Rheinland-Pfalz",Frei,243,1072,49.4719,8.1929,107,"Dürkheim, Bad Rheinland-Pfalz",Frei,11,DEBKGNU2000000DG,2025/01/04 00:00:00,4,1,DEB,Rheinland-Pfalz
357,2385,49.6927,7.3263,376,Idar-Oberstein Rheinland-Pfalz,Frei,498,2385,49.6927,7.3263,376,Idar-Oberstein Rheinland-Pfalz,Frei,11,DEBKGNU2000000DG,2025/01/04 00:00:00,4,1,DEB,Rheinland-Pfalz
358,150,49.7273,8.1164,215,Alzey Rheinland-Pfalz,Frei,26,150,49.7273,8.1164,215,Alzey Rheinland-Pfalz,Frei,11,DEBKGNU2000000DG,2025/01/04 00:00:00,4,1,DEB,Rheinland-Pfalz
359,953,49.7619,7.0542,481,Deuselbach Rheinland-Pfalz,Frei,213,953,49.7619,7.0542,481,Deuselbach Rheinland-Pfalz,Frei,11,DEBKGNU2000000DG,2025/01/04 00:00:00,4,1,DEB,Rheinland-Pfalz
360,2167,49.7672,7.3356,302,Niederwörresbach Rheinland-Pfalz,Frei,455,2167,49.7672,7.3356,302,Niederwörresbach Rheinland-Pfalz,Frei,11,DEBKGNU2000000DG,2025/01/04 00:00:00,4,1,DEB,Rheinland-Pfalz
361,450,49.9186,7.0664,120,Bernkastel-Kues Rheinland-Pfalz,Frei,110,450,49.9186,7.0664,120,Bernkastel-Kues Rheinland-Pfalz,Frei,11,DEBKGNU2000000DG,2025/01/04 00:00:00,4,1,DEB,Rheinland-Pfalz
362,535,50.0372,7.3079,417,Blankenrath Rheinland-Pfalz,Frei,119,535,50.0372,7.3079,417,Blankenrath Rheinland-Pfalz,Frei,11,DEBKGNU2000000DG,2025/01/04 00:00:00,4,1,DEB,Rheinland-Pfalz
363,3155,50.1015,6.8009,415,Manderscheid-Sonnenhof Rheinland-Pfalz,Frei,664,3155,50.1015,6.8009,415,Manderscheid-Sonnenhof Rheinland-Pfalz,Frei,11,DEBKGNU2000000DG,2025/01/04 00:00:00,4,1,DEB,Rheinland-Pfalz
364,766,50.1745,7.0595,477,Büchel-Alflen Rheinland-Pfalz,Frei,175,766,50.1745,7.0595,477,Büchel-Alflen Rheinland-Pfalz,Frei,11,DEBKGNU2000000DG,2025/01/04 00:00:00,4,1,DEB,Rheinland-Pfalz
365,3659,50.3391,6.9501,627,Nürburg Rheinland-Pfalz,Frei,766,3659,50.3391,6.9501,627,Nürburg Rheinland-Pfalz,Frei,11,DEBKGNU2000000DG,2025/01/04 00:00:00,4,1,DEB,Rheinland-Pfalz
366,3660,50.3602,6.8697,485,Nürburg-Barweiler Rheinland-Pfalz,Frei,767,3660,50.3602,6.8697,485,Nürburg-Barweiler Rheinland-Pfalz,Frei,11,DEBKGNU2000000DG,2025/01/04 00:00:00,4,1,DEB,Rheinland-Pfalz
367,3595,50.4107,7.808,250,Niederelbert Rheinland-Pfalz,Frei,754,3595,50.4107,7.808,250,Niederelbert Rheinland-Pfalz,Frei,11,DEBKGNU2000000DG,2025/01/04 00:00:00,4,1,DEB,Rheinland-Pfalz
368,348,50.4135,7.5886,127,Bendorf Rheinland-Pfalz,Frei,76,348,50.4135,7.5886,127,Bendorf Rheinland-Pfalz,Frei,11,DEBKGNU2000000DG,2025/01/04 00:00:00,4,1,DEB,Rheinland-Pfalz
369,161,50.4237,7.4202,75,Andernach Rheinland-Pfalz,Frei,29,161,50.4237,7.4202,75,Andernach Rheinland-Pfalz,Frei,11,DEBKGNU2000000DG,2025/01/04 00:00:00,4,1,DEB,Rheinland-Pfalz
370,3340,50.4383,7.8061,265,Montabaur Rheinland-Pfalz,Frei,707,3340,50.4383,7.8061,265,Montabaur Rheinland-Pfalz,Frei,11,DEBKGNU2000000DG,2025/01/04 00:00:00,4,1,DEB,Rheinland-Pfalz
371,3490,50.5346,7.0853,111,"Neuenahr, Bad-Ahrweiler Rheinland-Pfalz",Frei,731,3490,50.5346,7.0853,111,"Neuenahr, Bad-Ahrweiler Rheinland-Pfalz",Frei,11,DEBKGNU2000000DG,2025/01/04 00:00:00,4,1,DEB,Rheinland-Pfalz
372,3167,50.6621,7.9603,547,"Marienberg, Bad Rheinland-Pfalz",Frei,669,3167,50.6621,7.9603,547,"Marienberg, Bad Rheinland-Pfalz",Frei,11,DEBKGNU2000000DG,2025/01/04 00:00:00,4,1,DEB,Rheinland-Pfalz
373,5099,49.7326,6.6131,132,Trier-Zewen Rheinland-Pfalz,Frei,1033,5099,49.7326,6.6131,132,Trier-Zewen Rheinland-Pfalz,Frei,11,DEBKGNU2000000DG,2025/01/04 00:00:00,4,1,DEB,Rheinland-Pfalz
374,5100,49.7479,6.6583,261,Trier-Petrisberg Rheinland-Pfalz,Frei,1034,5100,49.7479,6.6583,261,Trier-Petrisberg Rheinland-Pfalz,Frei,11,DEBKGNU2000000DG,2025/01/04 00:00:00,4,1,DEB,Rheinland-Pfalz
375,5426,49.3758,8.1212,553,Weinbiet Rheinland-Pfalz,Frei,1093,5426,49.3758,8.1212,553,Weinbiet Rheinland-Pfalz,Frei,11,DEBKGNU2000000DG,2025/01/04 00:00:00,4,1,DEB,Rheinland-Pfalz
376,5871,49.9463,7.2645,497,Hahn Rheinland-Pfalz,Frei,1170,5871,49.9463,7.2645,497,Hahn Rheinland-Pfalz,Frei,11,DEBKGNU2000000DG,2025/01/04 00:00:00,4,1,DEB,Rheinland-Pfalz
377,14311,50.15,6.5527,530,Hersdorf-Weißenseifen Rheinland-Pfalz,Frei,1322,14311,50.15,6.5527,530,Hersdorf-Weißenseifen Rheinland-Pfalz,Frei,11,DEBKGNU2000000DG,2025/01/04 00:00:00,4,1,DEB,Rheinland-Pfalz
378,3576,49.3478,8.1822,125,Neustadt/Weinstraße (Heidehof) Rheinland-Pfalz,Frei,749,3576,49.3478,8.1822,125,Neustadt/Weinstraße (Heidehof) Rheinland-Pfalz,Frei,11,DEBKGNU2000000DG,2025/01/04 00:00:00,4,1,DEB,Rheinland-Pfalz
379,3575,49.357,8.1405,163,Neustadt/Weinstraße Rheinland-Pfalz,Frei,748,3575,49.357,8.1405,163,Neustadt/Weinstraße Rheinland-Pfalz,Frei,11,DEBKGNU2000000DG,2025/01/04 00:00:00,4,1,DEB,Rheinland-Pfalz
380,4301,49.8502,7.871,102,"Kreuznach, Bad Rheinland-Pfalz",Frei,876,4301,49.8502,7.871,102,"Kreuznach, Bad Rheinland-Pfalz",Frei,11,DEBKGNU2000000DG,2025/01/04 00:00:00,4,1,DEB,Rheinland-Pfalz
381,4336,49.2128,7.1077,319,Saarbrücken-Ensheim Saarland,Frei,885,4336,49.2128,7.1077,319,Saarbrücken-Ensheim Saarland,Frei,12,DEBKGNU2000000DH,2023/10/04 00:00:00,4,1,DEC,Saarland
382,460,49.2641,6.6868,362,Berus Saarland,Frei,112,460,49.2641,6.6868,362,Berus Saarland,Frei,12,DEBKGNU2000000DH,2023/10/04 00:00:00,4,1,DEC,Saarland
383,2331,49.3278,7.3533,235,Homburg/Saar Saarland,Frei,488,2331,49.3278,7.3533,235,Homburg/Saar Saarland,Frei,12,DEBKGNU2000000DH,2023/10/04 00:00:00,4,1,DEC,Saarland
384,4397,49.5025,7.202,400,Sankt Wendel-Urweiler Saarland,Frei,903,4397,49.5025,7.202,400,Sankt Wendel-Urweiler Saarland,Frei,12,DEBKGNU2000000DH,2023/10/04 00:00:00,4,1,DEC,Saarland
385,3903,49.5114,6.3857,175,Perl-Besch Saarland,Frei,810,3903,49.5114,6.3857,175,Perl-Besch Saarland,Frei,12,DEBKGNU2000000DH,2023/10/04 00:00:00,4,1,DEC,Saarland
386,3904,49.5354,6.3789,152,Perl-Nennig Saarland,Frei,811,3904,49.5354,6.3789,152,Perl-Nennig Saarland,Frei,12,DEBKGNU2000000DH,2023/10/04 00:00:00,4,1,DEC,Saarland
387,5029,49.4737,7.0385,387,Tholey Saarland,Frei,1015,5029,49.4737,7.0385,387,Tholey Saarland,Frei,12,DEBKGNU2000000DH,2023/10/04 00:00:00,4,1,DEC,Saarland
388,5433,49.5534,6.812,383,Weiskirchen/Saar Saarland,Frei,1096,5433,49.5534,6.812,383,Weiskirchen/Saar Saarland,Frei,12,DEBKGNU2000000DH,2023/10/04 00:00:00,4,1,DEC,Saarland
389,2931,51.392,12.3962,128,Leipzig-Mockau Sachsen,Frei,614,2931,51.392,12.3962,128,Leipzig-Mockau Sachsen,Frei,13,DEBKGNU2000000DI,2025/01/04 00:00:00,4,1,DED,Sachsen
390,2928,51.3151,12.4462,138,Leipzig-Holzhausen Sachsen,Frei,613,2928,51.3151,12.4462,138,Leipzig-Holzhausen Sachsen,Frei,13,DEBKGNU2000000DI,2025/01/04 00:00:00,4,1,DED,Sachsen
391,840,50.4313,12.6114,895,Carlsfeld Sachsen,Frei,185,840,50.4313,12.6114,895,Carlsfeld Sachsen,Frei,13,DEBKGNU2000000DI,2025/01/04 00:00:00,4,1,DED,Sachsen
392,222,50.5908,12.7139,393,Aue Sachsen,Frei,52,222,50.5908,12.7139,393,Aue Sachsen,Frei,13,DEBKGNU2000000DI,2025/01/04 00:00:00,4,1,DED,Sachsen
393,2641,51.5185,12.9065,90,Klitzschen bei Torgau Sachsen,Frei,553,2641,51.5185,12.9065,90,Klitzschen bei Torgau Sachsen,Frei,13,DEBKGNU2000000DI,2025/01/04 00:00:00,4,1,DED,Sachsen
394,853,50.7913,12.872,416,Chemnitz Sachsen,Frei,190,853,50.7913,12.872,416,Chemnitz Sachsen,Frei,13,DEBKGNU2000000DI,2025/01/04 00:00:00,4,1,DED,Sachsen
395,131,51.0881,12.9326,296,Geringswalde-Altgeringswalde Sachsen,Frei,23,131,51.0881,12.9326,296,Geringswalde-Altgeringswalde Sachsen,Frei,13,DEBKGNU2000000DI,2025/01/04 00:00:00,4,1,DED,Sachsen
396,1358,50.4283,12.9536,1213,Fichtelberg Sachsen,Frei,309,1358,50.4283,12.9536,1213,Fichtelberg Sachsen,Frei,13,DEBKGNU2000000DI,2025/01/04 00:00:00,4,1,DED,Sachsen
397,1048,51.1278,13.7543,228,Dresden-Klotzsche Sachsen,Frei,237,1048,51.1278,13.7543,228,Dresden-Klotzsche Sachsen,Frei,13,DEBKGNU2000000DI,2025/01/04 00:00:00,4,1,DED,Sachsen
398,1050,51.0221,13.847,112,Dresden-Hosterwitz Sachsen,Frei,238,1050,51.0221,13.847,112,Dresden-Hosterwitz Sachsen,Frei,13,DEBKGNU2000000DI,2025/01/04 00:00:00,4,1,DED,Sachsen
399,314,51.1604,14.5042,234,"Kubschütz, Kr. Bautzen Sachsen",Frei,67,314,51.1604,14.5042,234,"Kubschütz, Kr. Bautzen Sachsen",Frei,13,DEBKGNU2000000DI,2025/01/04 00:00:00,4,1,DED,Sachsen
400,2166,51.0167,14.75,344,Herrnhut Sachsen,Frei,454,2166,51.0167,14.75,344,Herrnhut Sachsen,Frei,13,DEBKGNU2000000DI,2025/01/04 00:00:00,4,1,DED,Sachsen
401,2252,50.8992,14.7456,271,Bertsdorf-Hörnitz Sachsen,Frei,470,2252,50.8992,14.7456,271,Bertsdorf-Hörnitz Sachsen,Frei,13,DEBKGNU2000000DI,2025/01/04 00:00:00,4,1,DED,Sachsen
402,1684,51.1621,14.9506,239,Görlitz Sachsen,Frei,375,1684,51.1621,14.9506,239,Görlitz Sachsen,Frei,13,DEBKGNU2000000DI,2025/01/04 00:00:00,4,1,DED,Sachsen
403,2985,50.9383,14.2094,321,Lichtenhain-Mittelndorf Sachsen,Frei,625,2985,50.9383,14.2094,321,Lichtenhain-Mittelndorf Sachsen,Frei,13,DEBKGNU2000000DI,2025/01/04 00:00:00,4,1,DED,Sachsen
404,3166,50.6511,13.1469,639,Marienberg Sachsen,Frei,668,3166,50.6511,13.1469,639,Marienberg Sachsen,Frei,13,DEBKGNU2000000DI,2025/01/04 00:00:00,4,1,DED,Sachsen
405,3234,51.1294,13.4328,158,Klipphausen-Garsebach Sachsen,Frei,682,3234,51.1294,13.4328,158,Klipphausen-Garsebach Sachsen,Frei,13,DEBKGNU2000000DI,2025/01/04 00:00:00,4,1,DED,Sachsen
406,3426,51.566,14.7008,127,"Muskau, Bad Sachsen",Frei,725,3426,51.566,14.7008,127,"Muskau, Bad Sachsen",Frei,13,DEBKGNU2000000DI,2025/01/04 00:00:00,4,1,DED,Sachsen
407,3811,51.296,13.0928,151,Oschatz Sachsen,Frei,796,3811,51.296,13.0928,151,Oschatz Sachsen,Frei,13,DEBKGNU2000000DI,2025/01/04 00:00:00,4,1,DED,Sachsen
408,4222,50.5263,12.4091,464,Rodewisch Sachsen,Frei,859,4222,50.5263,12.4091,464,Rodewisch Sachsen,Frei,13,DEBKGNU2000000DI,2025/01/04 00:00:00,4,1,DED,Sachsen
409,4606,51.5167,14.35,116,Schwarze Pumpe Brandenburg,Frei,950,4606,51.5167,14.35,116,Schwarze Pumpe Brandenburg,Frei,13,DEBKGNU2000000DI,2025/01/04 00:00:00,4,1,DED,Sachsen
410,5068,51.5833,13,80,Torgau Sachsen,Frei,1025,5068,51.5833,13,80,Torgau Sachsen,Frei,13,DEBKGNU2000000DI,2025/01/04 00:00:00,4,1,DED,Sachsen
411,5282,51.1188,13.6754,241,Wahnsdorf bei Dresden Sachsen,Frei,1065,5282,51.1188,13.6754,241,Wahnsdorf bei Dresden Sachsen,Frei,13,DEBKGNU2000000DI,2025/01/04 00:00:00,4,1,DED,Sachsen
412,5779,50.7313,13.7516,877,Zinnwald-Georgenfeld Sachsen,Frei,1156,5779,50.7313,13.7516,877,Zinnwald-Georgenfeld Sachsen,Frei,13,DEBKGNU2000000DI,2025/01/04 00:00:00,4,1,DED,Sachsen
413,5797,50.6879,12.4329,349,Lichtentanne Sachsen,Frei,1159,5797,50.6879,12.4329,349,Lichtentanne Sachsen,Frei,13,DEBKGNU2000000DI,2025/01/04 00:00:00,4,1,DED,Sachsen
414,6095,51.0838,13.4486,273,Taubenheim-Seeligstadt Sachsen,Frei,1185,6095,51.0838,13.4486,273,Taubenheim-Seeligstadt Sachsen,Frei,13,DEBKGNU2000000DI,2025/01/04 00:00:00,4,1,DED,Sachsen
415,6314,51.0507,13.3003,306,Nossen Sachsen,Frei,1245,6314,51.0507,13.3003,306,Nossen Sachsen,Frei,13,DEBKGNU2000000DI,2025/01/04 00:00:00,4,1,DED,Sachsen
416,7329,50.5467,12.2863,465,Treuen Sachsen,Frei,1263,7329,50.5467,12.2863,465,Treuen Sachsen,Frei,13,DEBKGNU2000000DI,2025/01/04 00:00:00,4,1,DED,Sachsen
417,7393,51.4492,14.2533,116,Hoyerswerda Sachsen,Frei,1280,7393,51.4492,14.2533,116,Hoyerswerda Sachsen,Frei,13,DEBKGNU2000000DI,2025/01/04 00:00:00,4,1,DED,Sachsen
418,3946,50.4818,12.13,387,Plauen Sachsen,Frei,821,3946,50.4818,12.13,387,Plauen Sachsen,Frei,13,DEBKGNU2000000DI,2025/01/04 00:00:00,4,1,DED,Sachsen
419,2932,51.4347,12.2396,131,Leipzig/Halle Sachsen,Frei,615,2932,51.4347,12.2396,131,Leipzig/Halle Sachsen,Frei,13,DEBKGNU2000000DI,2025/01/04 00:00:00,4,1,DED,Sachsen
420,1052,52.2174,12.1641,80,Möckern-Drewitz Sachsen-Anhalt,Frei,240,1052,52.2174,12.1641,80,Möckern-Drewitz Sachsen-Anhalt,Frei,14,DEBKGNU2000000DJ,2025/01/16 00:00:00,4,1,DEE,Sachsen-Anhalt
421,1605,52.3875,12.1602,35,Genthin Sachsen-Anhalt,Frei,363,1605,52.3875,12.1602,35,Genthin Sachsen-Anhalt,Frei,14,DEBKGNU2000000DJ,2025/01/16 00:00:00,4,1,DEE,Sachsen-Anhalt
422,4977,52.5447,11.9724,45,Tangermünde Sachsen-Anhalt,Frei,1007,4977,52.5447,11.9724,45,Tangermünde Sachsen-Anhalt,Frei,14,DEBKGNU2000000DJ,2025/01/16 00:00:00,4,1,DEE,Sachsen-Anhalt
423,5629,51.8891,12.6446,105,Wittenberg Sachsen-Anhalt,Frei,1128,5629,51.8891,12.6446,105,Wittenberg Sachsen-Anhalt,Frei,14,DEBKGNU2000000DJ,2025/01/16 00:00:00,4,1,DEE,Sachsen-Anhalt
424,6273,52.5075,11.8551,36,Demker Sachsen-Anhalt,Frei,1238,6273,52.5075,11.8551,36,Demker Sachsen-Anhalt,Frei,14,DEBKGNU2000000DJ,2025/01/16 00:00:00,4,1,DEE,Sachsen-Anhalt
425,4445,51.7659,10.6533,614,Wernigerode-Schierke Sachsen-Anhalt,Frei,914,4445,51.7659,10.6533,614,Wernigerode-Schierke Sachsen-Anhalt,Frei,14,DEBKGNU2000000DJ,2025/01/16 00:00:00,4,1,DEE,Sachsen-Anhalt
426,4593,51.9639,11.1208,117,Schwanebeck Sachsen-Anhalt,Frei,947,4593,51.9639,11.1208,117,Schwanebeck Sachsen-Anhalt,Frei,14,DEBKGNU2000000DJ,2025/01/16 00:00:00,4,1,DEE,Sachsen-Anhalt
427,4032,51.7953,11.132,142,Quedlinburg Sachsen-Anhalt,Frei,832,4032,51.7953,11.132,142,Quedlinburg Sachsen-Anhalt,Frei,14,DEBKGNU2000000DJ,2025/01/16 00:00:00,4,1,DEE,Sachsen-Anhalt
428,2044,51.652,11.1366,404,Harzgerode Sachsen-Anhalt,Frei,430,2044,51.652,11.1366,404,Harzgerode Sachsen-Anhalt,Frei,14,DEBKGNU2000000DJ,2025/01/16 00:00:00,4,1,DEE,Sachsen-Anhalt
429,4036,51.3895,11.5412,206,Querfurt-Mühle Lodersleben Sachsen-Anhalt,Frei,833,4036,51.3895,11.5412,206,Querfurt-Mühle Lodersleben Sachsen-Anhalt,Frei,14,DEBKGNU2000000DJ,2025/01/16 00:00:00,4,1,DEE,Sachsen-Anhalt
430,1182,51.5029,11.5705,146,Eisleben-Helfta Sachsen-Anhalt,Frei,266,1182,51.5029,11.5705,146,Eisleben-Helfta Sachsen-Anhalt,Frei,14,DEBKGNU2000000DJ,2025/01/16 00:00:00,4,1,DEE,Sachsen-Anhalt
431,445,51.8218,11.711,85,Bernburg/Saale (Nord) Sachsen-Anhalt,Frei,109,445,51.8218,11.711,85,Bernburg/Saale (Nord) Sachsen-Anhalt,Frei,14,DEBKGNU2000000DJ,2025/01/16 00:00:00,4,1,DEE,Sachsen-Anhalt
432,2701,51.1329,11.7252,136,"Kösen, Bad Sachsen-Anhalt",Frei,567,2701,51.1329,11.7252,136,"Kösen, Bad Sachsen-Anhalt",Frei,14,DEBKGNU2000000DJ,2025/01/16 00:00:00,4,1,DEE,Sachsen-Anhalt
433,2878,51.3909,11.8786,117,"Lauchstädt, Bad Sachsen-Anhalt",Frei,599,2878,51.3909,11.8786,117,"Lauchstädt, Bad Sachsen-Anhalt",Frei,14,DEBKGNU2000000DJ,2025/01/16 00:00:00,4,1,DEE,Sachsen-Anhalt
434,1957,51.5138,11.9499,93,Halle-Kröllwitz Sachsen-Anhalt,Frei,412,1957,51.5138,11.9499,93,Halle-Kröllwitz Sachsen-Anhalt,Frei,14,DEBKGNU2000000DJ,2025/01/16 00:00:00,4,1,DEE,Sachsen-Anhalt
435,3821,51.0872,11.9293,244,Osterfeld Sachsen-Anhalt,Frei,799,3821,51.0872,11.9293,244,Osterfeld Sachsen-Anhalt,Frei,14,DEBKGNU2000000DJ,2025/01/16 00:00:00,4,1,DEE,Sachsen-Anhalt
436,2704,51.7511,12.0094,76,Köthen (Anhalt) Sachsen-Anhalt,Frei,569,2704,51.7511,12.0094,76,Köthen (Anhalt) Sachsen-Anhalt,Frei,14,DEBKGNU2000000DJ,2025/01/16 00:00:00,4,1,DEE,Sachsen-Anhalt
437,5490,51.8454,10.7686,233,Wernigerode Sachsen-Anhalt,Frei,1107,5490,51.8454,10.7686,233,Wernigerode Sachsen-Anhalt,Frei,14,DEBKGNU2000000DJ,2025/01/16 00:00:00,4,1,DEE,Sachsen-Anhalt
438,6266,52.0304,10.9626,112,Huy-Pabstorf Sachsen-Anhalt,Frei,1236,6266,52.0304,10.9626,112,Huy-Pabstorf Sachsen-Anhalt,Frei,14,DEBKGNU2000000DJ,2025/01/16 00:00:00,4,1,DEE,Sachsen-Anhalt
439,7420,51.1045,11.7113,246,Naumburg/Saale-Kreipitzsch Sachsen-Anhalt,Frei,1289,7420,51.1045,11.7113,246,Naumburg/Saale-Kreipitzsch Sachsen-Anhalt,Frei,14,DEBKGNU2000000DJ,2025/01/16 00:00:00,4,1,DEE,Sachsen-Anhalt
440,4373,52.8568,11.1319,29,Salzwedel Sachsen-Anhalt,Frei,896,4373,52.8568,11.1319,29,Salzwedel Sachsen-Anhalt,Frei,14,DEBKGNU2000000DJ,2025/01/16 00:00:00,4,1,DEE,Sachsen-Anhalt
441,1544,52.5129,11.3942,47,Gardelegen Sachsen-Anhalt,Frei,350,1544,52.5129,11.3942,47,Gardelegen Sachsen-Anhalt,Frei,14,DEBKGNU2000000DJ,2025/01/16 00:00:00,4,1,DEE,Sachsen-Anhalt
442,3126,52.1029,11.5827,79,Magdeburg Sachsen-Anhalt,Frei,657,3126,52.1029,11.5827,79,Magdeburg Sachsen-Anhalt,Frei,14,DEBKGNU2000000DJ,2025/01/16 00:00:00,4,1,DEE,Sachsen-Anhalt
443,4642,52.8911,11.7297,22,Seehausen Sachsen-Anhalt,Frei,955,4642,52.8911,11.7297,22,Seehausen Sachsen-Anhalt,Frei,14,DEBKGNU2000000DJ,2025/01/16 00:00:00,4,1,DEE,Sachsen-Anhalt
444,5158,52.1601,11.1759,159,Ummendorf Sachsen-Anhalt,Frei,1049,5158,52.1601,11.1759,159,Ummendorf Sachsen-Anhalt,Frei,14,DEBKGNU2000000DJ,2025/01/16 00:00:00,4,1,DEE,Sachsen-Anhalt
445,1667,53.797,9.4295,1,Glückstadt Schleswig-Holstein,Frei,373,1667,53.797,9.4295,1,Glückstadt Schleswig-Holstein,Frei,15,DEBKGNU2000000DK,2025/01/04 00:00:00,4,1,DEF,Schleswig-Holstein
446,2122,53.9701,9.0095,2,"Helse, Kr. Dithmarschen Schleswig-Holstein",Frei,448,2122,53.9701,9.0095,2,"Helse, Kr. Dithmarschen Schleswig-Holstein",Frei,15,DEBKGNU2000000DK,2025/01/04 00:00:00,4,1,DEF,Schleswig-Holstein
447,2429,53.9897,9.5697,20,Itzehoe Schleswig-Holstein,Frei,507,2429,53.9897,9.5697,20,Itzehoe Schleswig-Holstein,Frei,15,DEBKGNU2000000DK,2025/01/04 00:00:00,4,1,DEF,Schleswig-Holstein
448,1200,54.0691,9.0105,3,Elpersbüttel Schleswig-Holstein,Frei,269,1200,54.0691,9.0105,3,Elpersbüttel Schleswig-Holstein,Frei,15,DEBKGNU2000000DK,2025/01/04 00:00:00,4,1,DEF,Schleswig-Holstein
449,1329,54.134,10.5865,50,Eutin Schleswig-Holstein,Frei,301,1329,54.134,10.5865,50,Eutin Schleswig-Holstein,Frei,15,DEBKGNU2000000DK,2025/01/04 00:00:00,4,1,DEF,Schleswig-Holstein
450,1266,54.2992,9.3162,18,Erfde Schleswig-Holstein,Frei,287,1266,54.2992,9.3162,18,Erfde Schleswig-Holstein,Frei,15,DEBKGNU2000000DK,2025/01/04 00:00:00,4,1,DEF,Schleswig-Holstein
451,2303,54.3162,9.5385,10,Hohn Schleswig-Holstein,Frei,480,2303,54.3162,9.5385,10,Hohn Schleswig-Holstein,Frei,15,DEBKGNU2000000DK,2025/01/04 00:00:00,4,1,DEF,Schleswig-Holstein
452,2306,54.3194,10.6732,8,Hohwacht Schleswig-Holstein,Frei,481,2306,54.3194,10.6732,8,Hohwacht Schleswig-Holstein,Frei,15,DEBKGNU2000000DK,2025/01/04 00:00:00,4,1,DEF,Schleswig-Holstein
453,2565,54.3378,10.0929,17,Kiel-Kronshagen Schleswig-Holstein,Frei,540,2565,54.3378,10.0929,17,Kiel-Kronshagen Schleswig-Holstein,Frei,15,DEBKGNU2000000DK,2025/01/04 00:00:00,4,1,DEF,Schleswig-Holstein
454,2564,54.3776,10.1424,28,Kiel-Holtenau Schleswig-Holstein,Frei,539,2564,54.3776,10.1424,28,Kiel-Holtenau Schleswig-Holstein,Frei,15,DEBKGNU2000000DK,2025/01/04 00:00:00,4,1,DEF,Schleswig-Holstein
455,2437,54.457,9.5203,21,Schleswig-Jagel Schleswig-Holstein,Frei,509,2437,54.457,9.5203,21,Schleswig-Jagel Schleswig-Holstein,Frei,15,DEBKGNU2000000DK,2025/01/04 00:00:00,4,1,DEF,Schleswig-Holstein
