"Year","named_location","group","State","lat","lon","n_site_yr","spread_flower_site_yr","pseudoR2_gau","badfit_gau","beta0_gau","beta1_gau","beta2_gau","AIC_gau","R2_lm","beta0_lm","beta1_lm","beta1_lm_sig","AIC_lm","preferred_mod","mod_for_cens","higher_R2","AIC_delta","n_predictors","site_yr","decade","subset"
1988,"Brookings","Brookings_SD","SD",44.3693,-96.7878,33,9,0.0767,"FALSE",-18.33134539,0.26672096,-0.00069096,463.4464,0.0763,11.5518,-0.0207,0.1203,461.4593,"linear","gauss","gaussian",1.9871,2,"1988_Brookings","2","all_countyloc"
1993,"Brookings","Brookings_SD","SD",44.3693,-96.7878,35,15,0.3831,"FALSE",-176.94169147,1.61116972,-0.00352595,457.4996,0.3337,-0.7426,0.0346,5e-04,458.1966,"gaussian","gauss","gaussian",-0.697000000000003,2,"1993_Brookings","3","all_countyloc"
1994,"Brookings","Brookings_SD","SD",44.3693,-96.7878,29,9,0.0012,"FALSE",-10.70656021,0.17696421,-0.00042728,420.7712,0.001,8.0421,-0.0021,0.8709,418.7772,"linear","gauss","gaussian",1.99400000000003,2,"1994_Brookings","3","all_countyloc"
1997,"Brookings","Brookings_SD","SD",44.3693,-96.7878,45,12,0.0668,"FALSE",-64.13665229,0.66460034,-0.0015347,641.6866,0.0536,5.3799,0.0113,0.1262,640.3193,"linear","gauss","gaussian",1.3673,2,"1997_Brookings","3","all_countyloc"
1998,"Brookings","Brookings_SD","SD",44.3693,-96.7878,33,8,0.1088,"TRUE",300.30084712,-2.70041006,0.00623022,465.7781,0.0706,11.8136,-0.019,0.129,465.1615,"linear","exclude","gaussian",0.616600000000005,2,"1998_Brookings","3","all_countyloc"
1997,"Casselton_ASF","Cass_ND","ND",46.8871,-97.2305,106,14,0.0443,"FALSE",-10.96201126,0.15967583,-0.00034035,1543.4452,0.044,4.3815,0.0151,0.0308,1541.4785,"linear","gauss","gaussian",1.96670000000017,2,"1997_Casselton_ASF","3","all_countyloc"
1998,"Casselton_ASF","Cass_ND","ND",46.8871,-97.2305,130,13,0.0793,"FALSE",-161.80340964,1.5389846,-0.00348842,1912.0177,0.0566,4.2245,0.0168,0.0069,1913.1887,"gaussian","gauss","gaussian",-1.17099999999982,2,"1998_Casselton_ASF","3","all_countyloc"
1999,"Casselton_ASF","Cass_ND","ND",46.8871,-97.2305,131,14,0.0073,"FALSE",6.39870495,0.00906867,-9.91e-06,1904.0642,0.0073,6.8483,0.0048,0.3308,1902.0643,"linear","gauss","linear",1.99990000000003,2,"1999_Casselton_ASF","3","all_countyloc"
2000,"Casselton_ASF","Cass_ND","ND",46.8871,-97.2305,63,9,0.2455,"FALSE",-72.86620192,0.72294875,-0.00161709,871.4121,0.2397,2.7666,0.0235,1e-04,869.8925,"linear","gauss","gaussian",1.51959999999997,2,"2000_Casselton_ASF","4","all_countyloc"
2001,"Casselton_ASF","Cass_ND","ND",46.8871,-97.2305,90,15,0.1926,"TRUE",181.36503116,-1.64493451,0.00389331,1281.5237,0.1177,1.7814,0.0275,8e-04,1287.5076,"gaussian","exclude","gaussian",-5.98389999999995,2,"2001_Casselton_ASF","4","all_countyloc"
2002,"Casselton_ASF","Cass_ND","ND",46.8871,-97.2305,84,12,0.165,"FALSE",-84.91801046,0.8664566,-0.00202015,1239.6277,0.1509,3.365,0.0218,3e-04,1239.0347,"linear","gauss","gaussian",0.593000000000075,2,"2002_Casselton_ASF","4","all_countyloc"
2003,"Casselton_ASF","Cass_ND","ND",46.8871,-97.2305,68,9,0.079,"TRUE",117.47804444,-1.00343416,0.00229737,947.1506,0.0651,5.3754,0.0116,0.0346,946.1674,"linear","linear","gaussian",0.983200000000011,2,"2003_Casselton_ASF","4","all_countyloc"
2004,"Casselton_ASF","Cass_ND","ND",46.8871,-97.2305,137,10,0.0219,"FALSE",-132.08724,1.25143823,-0.00280351,1904.8598,0.01,8.9834,-0.0064,0.2493,1904.5151,"linear","gauss","gaussian",0.344699999999875,2,"2004_Casselton_ASF","4","all_countyloc"
2005,"Casselton_ASF","Cass_ND","ND",46.8871,-97.2305,93,15,5e-04,"TRUE",18.47769698,-0.09980214,0.00023759,1373.5438,1e-04,7.9314,3e-04,0.9436,1371.5844,"linear","exclude","gaussian",1.95939999999996,2,"2005_Casselton_ASF","4","all_countyloc"
2006,"Casselton_ASF","Cass_ND","ND",46.8871,-97.2305,99,11,0.0073,"FALSE",-30.52804434,0.37415803,-0.00090929,1436.9986,0.0049,7.205,0.0037,0.493,1435.2402,"linear","gauss","gaussian",1.75839999999994,2,"2006_Casselton_ASF","4","all_countyloc"
2009,"Casselton_ASF","Cass_ND","ND",46.8871,-97.2305,60,11,0.0302,"FALSE",-56.04042894,0.56540206,-0.00124841,858.1442,0.0255,6.0906,0.0084,0.2283,856.4363,"linear","gauss","gaussian",1.7079,2,"2009_Casselton_ASF","4","all_countyloc"
2010,"Casselton_ASF","Cass_ND","ND",46.8871,-97.2305,65,10,0.0947,"FALSE",-856.99919566,8.08818547,-0.01891889,976.8275,0.0259,2.4871,0.023,0.219,979.5872,"gaussian","gauss","gaussian",-2.75970000000007,2,"2010_Casselton_ASF","5","all_countyloc"
2007,"Casselton_ASF","Cass_ND","ND",46.8871,-97.2305,74,8,0.0548,"FALSE",-317.52785188,3.09875881,-0.00738059,1066.2073,0.0235,10.4558,-0.0131,0.1998,1066.622,"gaussian","gauss","gaussian",-0.414700000000039,2,"2007_Casselton_ASF","4","all_countyloc"
2008,"Casselton_ASF","Cass_ND","ND",46.8871,-97.2305,78,13,0.0148,"FALSE",-85.23311316,0.85405229,-0.00195674,1164.4445,0.0032,7.2232,0.0033,0.6274,1163.3626,"linear","gauss","gaussian",1.08190000000013,2,"2008_Casselton_ASF","4","all_countyloc"
1982,"Casselton_1","Cass_ND","ND",46.9005,-97.2112,28,9,0.0515,"FALSE",-73.1510861,0.7656658,-0.00181543,390.7518,0.0449,10.0699,-0.0118,0.2794,388.9458,"linear","gauss","gaussian",1.80599999999998,2,"1982_Casselton_1","2","all_countyloc"
1987,"Casselton_ASF","Cass_ND","ND",46.8871,-97.2305,4,14,0.8527,"FALSE",-13.10219902,0.19303258,-0.00044,54.3288,0.8462,5.4889,0.0121,0.0812,52.5023,"linear","gauss","gaussian",1.8265,2,"1987_Casselton_ASF","2","all_countyloc"
1990,"Casselton_ASF","Cass_ND","ND",46.8871,-97.2305,55,12,0.2574,"FALSE",-42.13743631,0.46926154,-0.00109853,748.2947,0.2512,3.4172,0.0218,1e-04,746.7499,"linear","gauss","gaussian",1.54480000000001,2,"1990_Casselton_ASF","3","all_countyloc"
1992,"Casselton_ASF","Cass_ND","ND",46.8871,-97.2305,62,11,0.1098,"FALSE",-90.72308301,0.90426764,-0.00207259,832.0012,0.0756,5.9915,0.0088,0.0329,832.3407,"gaussian","gauss","gaussian",-0.33949999999993,2,"1992_Casselton_ASF","3","all_countyloc"
1993,"Casselton_ASF","Cass_ND","ND",46.8871,-97.2305,71,13,0.0439,"FALSE",-87.37125896,0.84129723,-0.00186096,955.3755,0.0214,6.3847,0.0059,0.2287,955.0301,"linear","gauss","gaussian",0.345400000000041,2,"1993_Casselton_ASF","3","all_countyloc"
1994,"Casselton_ASF","Cass_ND","ND",46.8871,-97.2305,106,15,0.0797,"TRUE",74.21014075,-0.65675344,0.00162014,1549.1087,0.0627,5.1045,0.0125,0.0095,1549.0538,"linear","linear","gaussian",0.0549000000000888,2,"1994_Casselton_ASF","3","all_countyloc"
1995,"Casselton_ASF","Cass_ND","ND",46.8871,-97.2305,96,12,0.0677,"TRUE",363.16229906,-3.34939228,0.00788341,1394.9609,8e-04,6.8149,0.0029,0.7712,1399.6083,"gaussian","exclude","gaussian",-4.64740000000006,2,"1995_Casselton_ASF","3","all_countyloc"
1996,"Casselton_ASF","Cass_ND","ND",46.8871,-97.2305,119,12,0.1456,"FALSE",-139.758997,1.37291297,-0.00319354,1667.9499,0.1215,12.3434,-0.0211,1e-04,1669.2652,"gaussian","gauss","gaussian",-1.31529999999998,2,"1996_Casselton_ASF","3","all_countyloc"
1997,"Langdon_REC","Cavalier_ND","ND",48.7587,-98.3424,57,15,0.3039,"FALSE",-4.98161806,0.10074765,-0.00018684,800.9263,0.3035,3.225,0.0224,0,798.9579,"linear","gauss","gaussian",1.96839999999997,2,"1997_Langdon_REC","3","all_countyloc"
1998,"Langdon_REC","Cavalier_ND","ND",48.7587,-98.3424,68,12,0.0272,"FALSE",-107.35486817,1.08171103,-0.00253569,995.3387,0.0024,7.4576,0.0025,0.6973,995.0539,"linear","gauss","gaussian",0.284800000000018,2,"1998_Langdon_REC","3","all_countyloc"
1999,"Langdon_REC","Cavalier_ND","ND",48.7587,-98.3424,72,13,0.1111,"FALSE",-44.79070796,0.45583965,-0.00098811,1065.7381,0.1101,0.676,0.0319,0.0043,1063.8235,"linear","gauss","gaussian",1.91460000000006,2,"1999_Langdon_REC","3","all_countyloc"
2000,"Langdon_REC","Cavalier_ND","ND",48.7587,-98.3424,37,10,0.0331,"FALSE",2.66018842,0.02862243,-2.775e-05,550.8388,0.0331,3.9603,0.0166,0.2845,548.8389,"linear","gauss","linear",1.99990000000003,2,"2000_Langdon_REC","4","all_countyloc"
2001,"Langdon_REC","Cavalier_ND","ND",48.7587,-98.3424,42,12,0.1303,"FALSE",-76.10823559,0.7474153,-0.00167423,576.2098,0.1245,1.4665,0.0266,0.0224,574.4904,"linear","gauss","gaussian",1.71939999999995,2,"2001_Langdon_REC","4","all_countyloc"
2002,"Langdon_REC","Cavalier_ND","ND",48.7587,-98.3424,36,10,0.2569,"FALSE",-226.52546768,2.19545823,-0.00514241,498.226,0.1749,3.7259,0.019,0.0122,499.993,"gaussian","gauss","gaussian",-1.767,2,"2002_Langdon_REC","4","all_countyloc"
2003,"Langdon_REC","Cavalier_ND","ND",48.7587,-98.3424,42,14,0.0928,"FALSE",-163.03880124,1.57660385,-0.00363896,599.9856,0.0098,6.6982,0.0046,0.5432,601.6609,"gaussian","gauss","gaussian",-1.67529999999999,2,"2003_Langdon_REC","4","all_countyloc"
2005,"Langdon_REC","Cavalier_ND","ND",48.7587,-98.3424,61,13,0.0051,"FALSE",-40.69131757,0.45926241,-0.00108629,882.2237,3e-04,7.6775,8e-04,0.8989,880.519,"linear","gauss","gaussian",1.7047,2,"2005_Langdon_REC","4","all_countyloc"
2006,"Langdon_REC","Cavalier_ND","ND",48.7587,-98.3424,58,10,0.0876,"FALSE",-162.90015104,1.66911779,-0.00407471,822.1836,0.0292,9.4652,-0.0071,0.2033,823.7838,"gaussian","gauss","gaussian",-1.60020000000009,2,"2006_Langdon_REC","4","all_countyloc"
2009,"Langdon_REC","Cavalier_ND","ND",48.7587,-98.3424,42,11,0.2713,"FALSE",-1094.09579277,9.83347682,-0.02195114,594.5144,0.0512,12.6382,-0.0247,0.1826,603.5999,"gaussian","gauss","gaussian",-9.08550000000002,2,"2009_Langdon_REC","4","all_countyloc"
2011,"Langdon_REC","Cavalier_ND","ND",48.7587,-98.3424,45,11,0.0185,"TRUE",164.93801463,-1.4038716,0.00312871,636.162,0.0018,6.8281,0.0029,0.7812,634.924,"linear","exclude","gaussian",1.23800000000006,2,"2011_Langdon_REC","5","all_countyloc"
2012,"Langdon_REC","Cavalier_ND","ND",48.7587,-98.3424,45,8,0.0803,"FALSE",-38.46051531,0.45070315,-0.00110281,614.6318,0.0795,12.4704,-0.0233,0.0577,612.668,"linear","gauss","gaussian",1.96379999999999,2,"2012_Langdon_REC","5","all_countyloc"
2013,"Langdon_REC","Cavalier_ND","ND",48.7587,-98.3424,28,10,0.0771,"FALSE",-176.363109,1.67224818,-0.00378843,402.0183,3e-04,8.2995,-7e-04,0.9267,402.2542,"gaussian","gauss","gaussian",-0.235900000000015,2,"2013_Langdon_REC","5","all_countyloc"
2014,"Langdon_REC","Cavalier_ND","ND",48.7587,-98.3424,34,10,0.1903,"TRUE",17.93477386,-0.07065928,0.00011268,478.7112,0.1902,12.5916,-0.0216,0.0095,476.7131,"linear","linear","gaussian",1.99810000000002,2,"2014_Langdon_REC","5","all_countyloc"
2015,"Langdon_REC","Cavalier_ND","ND",48.7587,-98.3424,38,8,0.0638,"TRUE",155.73589392,-1.39469432,0.00329129,540.727,0.046,5.675,0.0109,0.1948,539.4435,"linear","exclude","gaussian",1.2835,2,"2015_Langdon_REC","5","all_countyloc"
2016,"Langdon_REC","Cavalier_ND","ND",48.7587,-98.3424,25,14,0.1306,"TRUE",36.86549345,-0.28981522,0.00072503,373.7942,0.126,4.1183,0.0184,0.0873,371.9248,"linear","exclude","gaussian",1.86939999999998,2,"2016_Langdon_REC","5","all_countyloc"
2017,"Langdon_REC","Cavalier_ND","ND",48.7587,-98.3424,41,17,0.175,"FALSE",-82.11830236,0.82106074,-0.00186839,605.033,0.1353,4.5655,0.0161,0.0251,604.9569,"linear","gauss","gaussian",0.0760999999999967,2,"2017_Langdon_REC","5","all_countyloc"
2018,"Langdon_REC","Cavalier_ND","ND",48.7587,-98.3424,32,14,0.065,"FALSE",-14.14009235,0.22374769,-0.00056747,465.4567,0.0621,9.9814,-0.0103,0.1659,463.5561,"linear","gauss","gaussian",1.9006,2,"2018_Langdon_REC","5","all_countyloc"
2020,"Langdon_REC","Cavalier_ND","ND",48.7587,-98.3424,42,17,0.2207,"FALSE",1.7639419,0.04620475,-7.787e-05,598.146,0.2205,5.2465,0.0133,0.0026,596.1556,"linear","gauss","gaussian",1.99039999999991,2,"2020_Langdon_REC","6","all_countyloc"
2022,"Langdon_REC","Cavalier_ND","ND",48.7587,-98.3424,31,14,0.0468,"FALSE",-75.35542479,0.76116265,-0.00174012,428.6367,0.0056,7.3117,0.0025,0.6958,427.9509,"linear","gauss","gaussian",0.685800000000029,2,"2022_Langdon_REC","6","all_countyloc"
2007,"Langdon_REC","Cavalier_ND","ND",48.7587,-98.3424,61,11,0.1135,"FALSE",-103.19396424,1.04037681,-0.00243467,854.7246,0.0806,5.5094,0.0114,0.0288,854.9464,"gaussian","gauss","gaussian",-0.22180000000003,2,"2007_Langdon_REC","4","all_countyloc"
2008,"Langdon_REC","Cavalier_ND","ND",48.7587,-98.3424,61,15,0.0844,"FALSE",-88.05002914,0.86809984,-0.00196914,821.1224,0.0299,8.8001,-0.0054,0.1877,822.6453,"gaussian","gauss","gaussian",-1.52290000000005,2,"2008_Langdon_REC","4","all_countyloc"
1978,"Langdon_REC","Cavalier_ND","ND",48.7587,-98.3424,24,13,0.1877,"TRUE",129.45394294,-1.14687949,0.00269276,317.7501,0.1005,9.3519,-0.0093,0.1247,318.1972,"gaussian","exclude","gaussian",-0.447100000000034,2,"1978_Langdon_REC","1","all_countyloc"
1979,"Langdon_REC","Cavalier_ND","ND",48.7587,-98.3424,36,10,0.4166,"FALSE",-20.69451902,0.28641624,-0.00071306,487.7773,0.4151,14.7393,-0.0315,0,485.871,"linear","gauss","gaussian",1.90630000000004,2,"1979_Langdon_REC","1","all_countyloc"
1980,"Langdon_REC","Cavalier_ND","ND",48.7587,-98.3424,40,10,0.0672,"TRUE",104.47458839,-0.81191874,0.00168813,481.0406,0.0527,8.9142,-0.0086,0.1521,479.657,"linear","exclude","gaussian",1.3836,2,"1980_Langdon_REC","2","all_countyloc"
1982,"Langdon_REC","Cavalier_ND","ND",48.7587,-98.3424,36,8,0.0229,"FALSE",-191.11551149,1.88144277,-0.00445261,499.3709,0.0024,8.3347,-0.0034,0.777,498.1169,"linear","gauss","gaussian",1.25400000000002,2,"1982_Langdon_REC","2","all_countyloc"
1983,"Langdon_REC","Cavalier_ND","ND",48.7587,-98.3424,34,11,0.1982,"FALSE",-316.40068966,3.10474409,-0.00744931,466.6477,0.1324,13.2384,-0.0295,0.0382,467.3285,"gaussian","gauss","gaussian",-0.680800000000033,2,"1983_Langdon_REC","2","all_countyloc"
1984,"Langdon_REC","Cavalier_ND","ND",48.7587,-98.3424,35,11,0.2274,"FALSE",-68.89867905,0.72631703,-0.00172697,478.326,0.2195,12.8544,-0.0252,0.0049,476.6827,"linear","gauss","gaussian",1.64330000000001,2,"1984_Langdon_REC","2","all_countyloc"
1985,"Langdon_REC","Cavalier_ND","ND",48.7587,-98.3424,29,9,0.2311,"FALSE",-1.20338973,0.11432308,-0.0003458,398.7207,0.231,15.0423,-0.0356,0.0091,396.7247,"linear","gauss","gaussian",1.99600000000004,2,"1985_Langdon_REC","2","all_countyloc"
1986,"Langdon_REC","Cavalier_ND","ND",48.7587,-98.3424,31,8,0.0119,"TRUE",181.64025323,-1.65149142,0.00391772,439.0464,0.0016,8.2652,-0.0031,0.8286,437.3684,"linear","exclude","gaussian",1.678,2,"1986_Langdon_REC","2","all_countyloc"
1988,"Langdon_REC","Cavalier_ND","ND",48.7587,-98.3424,16,9,0.4372,"TRUE",1391.25397984,-13.52071807,0.03301199,236.1448,0.009,10.1781,-0.0151,0.6861,243.1975,"gaussian","exclude","gaussian",-7.05269999999999,2,"1988_Langdon_REC","2","all_countyloc"
1989,"Langdon_REC","Cavalier_ND","ND",48.7587,-98.3424,21,9,0.208,"FALSE",-101.6138017,1.08411458,-0.00269639,285.6681,0.1957,12.5945,-0.0258,0.0449,283.9919,"linear","gauss","gaussian",1.67619999999999,2,"1989_Langdon_REC","2","all_countyloc"
1991,"Langdon_REC","Cavalier_ND","ND",48.7587,-98.3424,19,9,0.0771,"FALSE",-149.04406363,1.55473365,-0.00385115,285.4132,0.0633,11.3858,-0.0174,0.2985,283.6938,"linear","gauss","gaussian",1.71940000000001,2,"1991_Langdon_REC","3","all_countyloc"
1992,"Langdon_REC","Cavalier_ND","ND",48.7587,-98.3424,28,12,0.543,"FALSE",-147.56036116,1.43568537,-0.00331621,374.3625,0.4373,12.9875,-0.0238,1e-04,378.1855,"gaussian","gauss","gaussian",-3.82299999999998,2,"1992_Langdon_REC","3","all_countyloc"
1994,"Langdon_REC","Cavalier_ND","ND",48.7587,-98.3424,51,18,0.097,"FALSE",-15.38060999,0.20812273,-0.00046227,733.4821,0.0911,6.1561,0.0085,0.0331,731.8153,"linear","gauss","gaussian",1.66679999999997,2,"1994_Langdon_REC","3","all_countyloc"
1996,"Langdon_REC","Cavalier_ND","ND",48.7587,-98.3424,56,14,0.0019,"FALSE",-14.15604446,0.19866788,-0.00044815,829.8162,0.0012,7.3321,0.0024,0.7974,827.8513,"linear","gauss","gaussian",1.96489999999994,2,"1996_Langdon_REC","3","all_countyloc"
1997,"Platte_2","Charles Mix_SD","SD",43.3869,-98.8445,44,13,0.1123,"FALSE",-31.46314234,0.34671817,-0.00076796,615.6901,0.1096,3.1765,0.0205,0.0245,613.8225,"linear","gauss","gaussian",1.86760000000004,2,"1997_Platte_2","3","all_countyloc"
1988,"Cheyenne_HPAL","Cheyenne_NE","NE",41.1388,-103.0018,23,17,0.0045,"FALSE",-5.78282652,0.11623966,-0.000263,288.9812,0.0015,7.2326,-8e-04,0.8587,287.0497,"linear","gauss","gaussian",1.93150000000003,2,"1988_Cheyenne_HPAL","2","all_countyloc"
1989,"Cheyenne_HPAL","Cheyenne_NE","NE",41.1388,-103.0018,23,11,0.1637,"FALSE",-55.57653631,0.54364384,-0.00116717,313.6103,0.1547,4.508,0.014,0.0665,311.8562,"linear","gauss","gaussian",1.75409999999999,2,"1989_Cheyenne_HPAL","2","all_countyloc"
1990,"Cheyenne_HPAL","Cheyenne_NE","NE",41.1388,-103.0018,34,10,0.091,"FALSE",-757.87158174,6.70982061,-0.0147227,474.6867,0.0336,12.862,-0.0276,0.3284,474.7659,"gaussian","gauss","gaussian",-0.0792000000000144,2,"1990_Cheyenne_HPAL","3","all_countyloc"
1991,"Cheyenne_HPAL","Cheyenne_NE","NE",41.1388,-103.0018,31,9,0.0221,"FALSE",-111.06533705,1.03028831,-0.00224962,405.0384,0.0188,9.6188,-0.0118,0.4656,403.1456,"linear","gauss","gaussian",1.89280000000002,2,"1991_Cheyenne_HPAL","3","all_countyloc"
1992,"Cheyenne_HPAL","Cheyenne_NE","NE",41.1388,-103.0018,25,11,0.1498,"TRUE",286.36134917,-2.36051279,0.00498996,343.5422,0.06,10.5278,-0.0139,0.2285,344.0519,"gaussian","exclude","gaussian",-0.509700000000009,2,"1992_Cheyenne_HPAL","3","all_countyloc"
1993,"Cheyenne_HPAL","Cheyenne_NE","NE",41.1388,-103.0018,54,10,0.0034,"FALSE",-39.52344452,0.39984164,-0.00085146,769.9023,0.0026,6.5619,0.0036,0.7157,767.945,"linear","gauss","gaussian",1.95729999999992,2,"1993_Cheyenne_HPAL","3","all_countyloc"
1994,"Cheyenne_HPAL","Cheyenne_NE","NE",41.1388,-103.0018,54,7,0.0458,"TRUE",1544.56247336,-13.44710701,0.02939445,839.6968,0.0246,-9.012,0.0686,0.2207,838.8875,"linear","exclude","gaussian",0.809300000000007,2,"1994_Cheyenne_HPAL","3","all_countyloc"
1995,"Cheyenne_HPAL","Cheyenne_NE","NE",41.1388,-103.0018,41,9,0.2463,"TRUE",622.8189115,-5.00644897,0.01017417,547.3598,0.1821,17.8146,-0.0443,0.0052,548.7131,"gaussian","linear","gaussian",-1.3533000000001,2,"1995_Cheyenne_HPAL","3","all_countyloc"
1996,"Cheyenne_HPAL","Cheyenne_NE","NE",41.1388,-103.0018,62,12,0.026,"FALSE",-133.13100544,1.2121426,-0.00261027,897.634,0.0131,5.683,0.0082,0.3803,896.4508,"linear","gauss","gaussian",1.18320000000006,2,"1996_Cheyenne_HPAL","3","all_countyloc"
1997,"Cheyenne_HPAL","Cheyenne_NE","NE",41.1388,-103.0018,59,11,0.025,"TRUE",93.7331099,-0.7481225,0.0016077,790.6621,0.0235,10.3416,-0.0158,0.244,788.7567,"linear","exclude","gaussian",1.90539999999999,2,"1997_Cheyenne_HPAL","3","all_countyloc"
1998,"Cheyenne_HPAL","Cheyenne_NE","NE",41.1388,-103.0018,36,10,0.1108,"TRUE",24.71612123,-0.14613582,0.00030333,443.8286,0.1103,9.5774,-0.0106,0.0456,441.8488,"linear","linear","gaussian",1.97980000000001,2,"1998_Cheyenne_HPAL","3","all_countyloc"
1999,"Cheyenne_HPAL","Cheyenne_NE","NE",41.1388,-103.0018,35,5,0.036,"FALSE",-323.95717979,2.93594595,-0.00650052,478.001,0.0282,10.784,-0.0144,0.3354,476.2862,"linear","gauss","gaussian",1.71479999999997,2,"1999_Cheyenne_HPAL","3","all_countyloc"
2000,"Cheyenne_HPAL","Cheyenne_NE","NE",41.1388,-103.0018,24,13,0.1492,"FALSE",-178.21149954,1.69067985,-0.00386774,301.1307,0.1022,10.6511,-0.0188,0.137,300.4203,"linear","gauss","gaussian",0.710399999999993,2,"2000_Cheyenne_HPAL","4","all_countyloc"
2001,"Cheyenne_HPAL","Cheyenne_NE","NE",41.1388,-103.0018,62,9,0.0155,"TRUE",171.94910282,-1.42058164,0.00307089,859.9602,5e-04,7.9269,-0.0011,0.8679,858.8989,"linear","exclude","gaussian",1.06129999999996,2,"2001_Cheyenne_HPAL","4","all_countyloc"
2002,"Cheyenne_HPAL","Cheyenne_NE","NE",41.1388,-103.0018,55,11,0.1297,"FALSE",-35.93560641,0.34672257,-0.0006915,767.4399,0.1292,-0.3432,0.0329,0.0074,765.4703,"linear","gauss","gaussian",1.96960000000001,2,"2002_Cheyenne_HPAL","4","all_countyloc"
2006,"Cheyenne_HPAL","Cheyenne_NE","NE",41.1388,-103.0018,26,6,0.027,"FALSE",-303.30408797,2.82580699,-0.00641703,350.7435,0.0012,8.2408,-0.0021,0.8686,349.4245,"linear","gauss","gaussian",1.31899999999996,2,"2006_Cheyenne_HPAL","4","all_countyloc"
2007,"Cheyenne_HPAL","Cheyenne_NE","NE",41.1388,-103.0018,21,9,0.1381,"FALSE",-227.24180114,2.12418858,-0.00481736,264.0734,0.0968,2.287,0.0211,0.1795,263.0562,"linear","gauss","gaussian",1.0172,2,"2007_Cheyenne_HPAL","4","all_countyloc"
2008,"Cheyenne_HPAL","Cheyenne_NE","NE",41.1388,-103.0018,28,7,0.5721,"FALSE",-812.05582293,7.12257964,-0.01547948,344.8827,0.3848,-1.1337,0.0364,5e-04,353.0486,"gaussian","gauss","gaussian",-8.16590000000002,2,"2008_Cheyenne_HPAL","4","all_countyloc"
2009,"Cheyenne_HPAL","Cheyenne_NE","NE",41.1388,-103.0018,22,8,0.0125,"FALSE",-115.1128559,1.08217276,-0.0023835,299.0972,1e-04,7.5739,6e-04,0.9575,297.3701,"linear","gauss","gaussian",1.72710000000001,2,"2009_Cheyenne_HPAL","4","all_countyloc"
2010,"Cheyenne_HPAL","Cheyenne_NE","NE",41.1388,-103.0018,19,6,0.4753,"TRUE",749.21026765,-6.62675712,0.01480215,248.8824,0.3734,17.8365,-0.0461,0.0056,250.2535,"gaussian","linear","gaussian",-1.37110000000001,2,"2010_Cheyenne_HPAL","5","all_countyloc"
2015,"Cheyenne_HPAL","Cheyenne_NE","NE",41.1388,-103.0018,5,8,0.8193,"TRUE",218.5885966,-1.87246646,0.00413855,53.465,0.7164,2.5239,0.0189,0.0728,53.72,"gaussian","exclude","gaussian",-0.254999999999995,2,"2015_Cheyenne_HPAL","5","all_countyloc"
2016,"Cheyenne_HPAL","Cheyenne_NE","NE",41.1388,-103.0018,15,12,0.2807,"FALSE",-340.07305037,3.13075299,-0.0070643,201.2286,0.1913,12.8701,-0.0276,0.1144,200.9865,"linear","gauss","gaussian",0.242099999999994,2,"2016_Cheyenne_HPAL","5","all_countyloc"
2018,"Glyndon_USDA","Clay_MN","MN",46.9774,-96.6341,55,25,0.3527,"FALSE",-139.68476248,1.41248162,-0.00338198,804.7464,0.1797,3.605,0.02,0.0046,815.7728,"gaussian","gauss","gaussian",-11.0264,2,"2018_Glyndon_USDA","5","all_countyloc"
2019,"Moorhead_USDA","Clay_MN","MN",46.9205,-96.6707,41,8,0.1349,"FALSE",-1098.21378927,10.13123831,-0.0232049,616.6087,3e-04,7.0898,0.0021,0.922,620.538,"gaussian","gauss","gaussian",-3.92930000000001,2,"2019_Moorhead_USDA","5","all_countyloc"
2020,"Moorhead_USDA","Clay_MN","MN",46.9205,-96.6707,46,15,0.1381,"FALSE",-41.43657683,0.44850736,-0.00101825,661.3158,0.1284,4.607,0.0154,0.0189,659.831,"linear","gauss","gaussian",1.48479999999995,2,"2020_Moorhead_USDA","6","all_countyloc"
2021,"Moorhead_USDA","Clay_MN","MN",46.9205,-96.6707,48,11,0.0581,"TRUE",24.17211986,-0.18092405,0.00049779,751.6541,0.0579,3.1754,0.0236,0.1069,749.6681,"linear","exclude","gaussian",1.98599999999999,2,"2021_Moorhead_USDA","6","all_countyloc"
2022,"Moorhead_USDA","Clay_MN","MN",46.9205,-96.6707,41,17,0.3539,"FALSE",-374.61249751,3.60650313,-0.00850239,604.1503,0.0083,6.6182,0.0055,0.6117,619.7169,"gaussian","gauss","gaussian",-15.5666,2,"2022_Moorhead_USDA","6","all_countyloc"
2023,"Moorhead_USDA","Clay_MN","MN",46.9205,-96.6707,42,13,0.1268,"FALSE",-268.71224458,2.51234153,-0.00569996,644.6259,0.0542,4.2092,0.0177,0.1615,645.9817,"gaussian","gauss","gaussian",-1.35580000000004,2,"2023_Moorhead_USDA","6","all_countyloc"
1987,"South_Shore_6","Codington_SD","SD",45.1058,-96.9287,56,13,0.3092,"FALSE",-66.75637146,0.69127639,-0.00160263,783.1001,0.3004,1.0605,0.0319,0,781.8138,"linear","gauss","gaussian",1.28629999999998,2,"1987_South_Shore_6","2","all_countyloc"
1988,"South_Shore_7","Codington_SD","SD",45.1058,-96.9287,30,9,0.4127,"FALSE",-735.22582692,6.87855683,-0.01593627,362.4268,0.0119,5.5643,0.0065,0.586,376.036,"gaussian","gauss","gaussian",-13.6092,2,"1988_South_Shore_7","2","all_countyloc"
