"Year","named_location","group","State","lat","lon","n_site_yr","spread_flower_site_yr","pseudoR2_gau","badfit_gau","beta0_gau","beta1_gau","beta2_gau","AIC_gau","R2_lm","beta0_lm","beta1_lm","beta1_lm_sig","AIC_lm","preferred_mod","mod_for_cens","higher_R2","AIC_delta","n_predictors","site_yr","decade","subset"
2018,"Hettinger_REC","Hettinger_REC","ND",46.0033,-102.6444,41,11,0.4569,"FALSE",-370.01394079,3.432342,-0.00778974,611.3933,0.3935,-3.2969,0.0519,0,613.9167,"gaussian","gauss","gaussian",-2.52340000000004,2,"2018_Hettinger_REC","5","all_exactloc"
2019,"Hettinger_REC","Hettinger_REC","ND",46.0033,-102.6444,47,14,0.1052,"FALSE",-247.75548163,2.25145391,-0.00496167,687.7201,0.0326,4.8804,0.0121,0.2469,689.3881,"gaussian","gauss","gaussian",-1.66800000000001,2,"2019_Hettinger_REC","5","all_exactloc"
2020,"Hettinger_REC","Hettinger_REC","ND",46.0033,-102.6444,44,12,0.3582,"FALSE",-391.68381957,3.83689579,-0.00921893,600.3257,0.1479,2.463,0.0243,0.0169,610.7968,"gaussian","gauss","gaussian",-10.4711,2,"2020_Hettinger_REC","6","all_exactloc"
2021,"Hettinger_REC","Hettinger_REC","ND",46.0033,-102.6444,53,11,0.7021,"FALSE",-780.60956452,7.26057635,-0.01670891,763.6681,0.4918,-5.475,0.0626,0,789.9809,"gaussian","gauss","gaussian",-26.3128,2,"2021_Hettinger_REC","6","all_exactloc"
2022,"Hettinger_REC","Hettinger_REC","ND",46.0033,-102.6444,29,10,0.4573,"FALSE",-214.53546952,1.9790132,-0.00440024,415.5324,0.4301,-2.8406,0.0486,3e-04,414.9497,"linear","gauss","gaussian",0.582699999999988,2,"2022_Hettinger_REC","6","all_exactloc"
1986,"Hettinger_REC","Hettinger_REC","ND",46.0033,-102.6444,30,8,0.0708,"FALSE",-522.96568438,5.18980487,-0.01269032,441.8143,0,7.4666,6e-04,0.9724,442.0153,"gaussian","gauss","gaussian",-0.201000000000022,2,"1986_Hettinger_REC","2","all_exactloc"
1996,"Hutchinson_SCKEF","Hutchinson_SCKEF","KS",37.9302,-98.0273,20,7,0.3992,"FALSE",-443.02212546,3.72772054,-0.00772409,240.8179,0.3628,-2.3571,0.0377,0.0049,239.9931,"linear","gauss","gaussian",0.82480000000001,2,"1996_Hutchinson_SCKEF","3","all_exactloc"
1998,"Hutchinson_SCKEF","Hutchinson_SCKEF","KS",37.9302,-98.0273,24,7,0.003,"TRUE",128.7726951,-1.04804836,0.00226203,334.0039,8e-04,7.968,-0.0025,0.8974,332.0578,"linear","exclude","gaussian",1.9461,2,"1998_Hutchinson_SCKEF","3","all_exactloc"
2003,"Hutchinson_SCKEF","Hutchinson_SCKEF","KS",37.9302,-98.0273,17,7,0.1601,"TRUE",377.87241685,-3.53304584,0.00839477,202.1355,0.1318,-0.5174,0.0316,0.1501,200.6978,"linear","exclude","gaussian",1.43770000000001,2,"2003_Hutchinson_SCKEF","4","all_exactloc"
2007,"Hutchinson_SCKEF","Hutchinson_SCKEF","KS",37.9302,-98.0273,12,5,0.2142,"TRUE",613.93344143,-5.55558502,0.01268383,137.4135,0.2047,22.2492,-0.0765,0.1314,135.5574,"linear","exclude","gaussian",1.8561,2,"2007_Hutchinson_SCKEF","4","all_exactloc"
2009,"Hutchinson_SCKEF","Hutchinson_SCKEF","KS",37.9302,-98.0273,26,6,0.0218,"FALSE",-806.59221579,7.68575355,-0.01814171,394.8127,0.0104,11.7414,-0.0205,0.63,393.1131,"linear","gauss","gaussian",1.69960000000003,2,"2009_Hutchinson_SCKEF","4","all_exactloc"
1999,"Hutchinson_SCKEF","Hutchinson_SCKEF","KS",37.9302,-98.0273,28,9,0.0917,"FALSE",-233.15389571,2.32629281,-0.00562459,395.505,0.0651,11.6297,-0.0206,0.2016,394.3127,"linear","gauss","gaussian",1.19229999999999,2,"1999_Hutchinson_SCKEF","3","all_exactloc"
2000,"Hutchinson_SCKEF","Hutchinson_SCKEF","KS",37.9302,-98.0273,20,8,0.4608,"FALSE",-666.25303443,6.80771363,-0.01719549,291.0654,0.3934,22.3548,-0.0747,0.0046,291.4215,"gaussian","gauss","gaussian",-0.356099999999969,2,"2000_Hutchinson_SCKEF","4","all_exactloc"
2001,"Hutchinson_SCKEF","Hutchinson_SCKEF","KS",37.9302,-98.0273,16,6,0.0484,"TRUE",318.94068188,-3.32241864,0.00882873,203.1022,0.0413,9.7542,-0.0178,0.4511,201.2212,"linear","exclude","gaussian",1.881,2,"2001_Hutchinson_SCKEF","4","all_exactloc"
2002,"Hutchinson_SCKEF","Hutchinson_SCKEF","KS",37.9302,-98.0273,18,5,0.0646,"TRUE",1340.07699698,-13.06327414,0.03197582,209.6821,7e-04,5.1059,0.004,0.9129,208.8703,"linear","exclude","gaussian",0.811800000000005,2,"2002_Hutchinson_SCKEF","4","all_exactloc"
2004,"Hutchinson_SCKEF","Hutchinson_SCKEF","KS",37.9302,-98.0273,11,6,0.0027,"TRUE",113.16914173,-1.03737275,0.00254998,156.9099,0,7.6458,1e-04,0.9963,154.94,"linear","exclude","gaussian",1.9699,2,"2004_Hutchinson_SCKEF","4","all_exactloc"
2010,"Hutchinson_SCKEF","Hutchinson_SCKEF","KS",37.9302,-98.0273,20,6,0.0207,"TRUE",166.50194638,-1.559727,0.00380739,286.5634,0.0196,1.1952,0.027,0.549,284.5868,"linear","exclude","gaussian",1.97660000000002,2,"2010_Hutchinson_SCKEF","5","all_exactloc"
2002,"Ipswich_11","Ipswich_11","SD",45.4444,-99.0293,44,11,0.2443,"TRUE",223.66715178,-2.07679954,0.00498409,590.9806,0.1225,3.6256,0.0178,0.0176,595.5563,"gaussian","exclude","gaussian",-4.57569999999998,2,"2002_Ipswich_11","4","all_exactloc"
1985,"Karlsruhe_4","Karlsruhe_4","ND",48.09,-100.6204,6,5,0.0428,"FALSE",-177.44706837,1.73616768,-0.00407314,75.0585,0.0031,7.2275,0.0015,0.9169,73.3025,"linear","gauss","gaussian",1.756,2,"1985_Karlsruhe_4","2","all_exactloc"
1997,"Langdon_REC","Langdon_REC","ND",48.7587,-98.3424,57,15,0.3039,"FALSE",-4.98161806,0.10074765,-0.00018684,800.9263,0.3035,3.225,0.0224,0,798.9579,"linear","gauss","gaussian",1.96839999999997,2,"1997_Langdon_REC","3","all_exactloc"
1998,"Langdon_REC","Langdon_REC","ND",48.7587,-98.3424,68,12,0.0272,"FALSE",-107.35486817,1.08171103,-0.00253569,995.3387,0.0024,7.4576,0.0025,0.6973,995.0539,"linear","gauss","gaussian",0.284800000000018,2,"1998_Langdon_REC","3","all_exactloc"
1999,"Langdon_REC","Langdon_REC","ND",48.7587,-98.3424,72,13,0.1111,"FALSE",-44.79070796,0.45583965,-0.00098811,1065.7381,0.1101,0.676,0.0319,0.0043,1063.8235,"linear","gauss","gaussian",1.91460000000006,2,"1999_Langdon_REC","3","all_exactloc"
2000,"Langdon_REC","Langdon_REC","ND",48.7587,-98.3424,37,10,0.0331,"FALSE",2.66018842,0.02862243,-2.775e-05,550.8388,0.0331,3.9603,0.0166,0.2845,548.8389,"linear","gauss","linear",1.99990000000003,2,"2000_Langdon_REC","4","all_exactloc"
2001,"Langdon_REC","Langdon_REC","ND",48.7587,-98.3424,42,12,0.1303,"FALSE",-76.10823559,0.7474153,-0.00167423,576.2098,0.1245,1.4665,0.0266,0.0224,574.4904,"linear","gauss","gaussian",1.71939999999995,2,"2001_Langdon_REC","4","all_exactloc"
2002,"Langdon_REC","Langdon_REC","ND",48.7587,-98.3424,36,10,0.2569,"FALSE",-226.52546768,2.19545823,-0.00514241,498.226,0.1749,3.7259,0.019,0.0122,499.993,"gaussian","gauss","gaussian",-1.767,2,"2002_Langdon_REC","4","all_exactloc"
2003,"Langdon_REC","Langdon_REC","ND",48.7587,-98.3424,42,14,0.0928,"FALSE",-163.03880124,1.57660385,-0.00363896,599.9856,0.0098,6.6982,0.0046,0.5432,601.6609,"gaussian","gauss","gaussian",-1.67529999999999,2,"2003_Langdon_REC","4","all_exactloc"
2005,"Langdon_REC","Langdon_REC","ND",48.7587,-98.3424,61,13,0.0051,"FALSE",-40.69131757,0.45926241,-0.00108629,882.2237,3e-04,7.6775,8e-04,0.8989,880.519,"linear","gauss","gaussian",1.7047,2,"2005_Langdon_REC","4","all_exactloc"
2006,"Langdon_REC","Langdon_REC","ND",48.7587,-98.3424,58,10,0.0876,"FALSE",-162.90015104,1.66911779,-0.00407471,822.1836,0.0292,9.4652,-0.0071,0.2033,823.7838,"gaussian","gauss","gaussian",-1.60020000000009,2,"2006_Langdon_REC","4","all_exactloc"
2009,"Langdon_REC","Langdon_REC","ND",48.7587,-98.3424,42,11,0.2713,"FALSE",-1094.09579277,9.83347682,-0.02195114,594.5144,0.0512,12.6382,-0.0247,0.1826,603.5999,"gaussian","gauss","gaussian",-9.08550000000002,2,"2009_Langdon_REC","4","all_exactloc"
2011,"Langdon_REC","Langdon_REC","ND",48.7587,-98.3424,45,11,0.0185,"TRUE",164.93801463,-1.4038716,0.00312871,636.162,0.0018,6.8281,0.0029,0.7812,634.924,"linear","exclude","gaussian",1.23800000000006,2,"2011_Langdon_REC","5","all_exactloc"
2012,"Langdon_REC","Langdon_REC","ND",48.7587,-98.3424,45,8,0.0803,"FALSE",-38.46051531,0.45070315,-0.00110281,614.6318,0.0795,12.4704,-0.0233,0.0577,612.668,"linear","gauss","gaussian",1.96379999999999,2,"2012_Langdon_REC","5","all_exactloc"
2013,"Langdon_REC","Langdon_REC","ND",48.7587,-98.3424,28,10,0.0771,"FALSE",-176.363109,1.67224818,-0.00378843,402.0183,3e-04,8.2995,-7e-04,0.9267,402.2542,"gaussian","gauss","gaussian",-0.235900000000015,2,"2013_Langdon_REC","5","all_exactloc"
2014,"Langdon_REC","Langdon_REC","ND",48.7587,-98.3424,34,10,0.1903,"TRUE",17.93477386,-0.07065928,0.00011268,478.7112,0.1902,12.5916,-0.0216,0.0095,476.7131,"linear","linear","gaussian",1.99810000000002,2,"2014_Langdon_REC","5","all_exactloc"
2015,"Langdon_REC","Langdon_REC","ND",48.7587,-98.3424,38,8,0.0638,"TRUE",155.73589392,-1.39469432,0.00329129,540.727,0.046,5.675,0.0109,0.1948,539.4435,"linear","exclude","gaussian",1.2835,2,"2015_Langdon_REC","5","all_exactloc"
2016,"Langdon_REC","Langdon_REC","ND",48.7587,-98.3424,25,14,0.1306,"TRUE",36.86549345,-0.28981522,0.00072503,373.7942,0.126,4.1183,0.0184,0.0873,371.9248,"linear","exclude","gaussian",1.86939999999998,2,"2016_Langdon_REC","5","all_exactloc"
2017,"Langdon_REC","Langdon_REC","ND",48.7587,-98.3424,41,17,0.175,"FALSE",-82.11830236,0.82106074,-0.00186839,605.033,0.1353,4.5655,0.0161,0.0251,604.9569,"linear","gauss","gaussian",0.0760999999999967,2,"2017_Langdon_REC","5","all_exactloc"
2018,"Langdon_REC","Langdon_REC","ND",48.7587,-98.3424,32,14,0.065,"FALSE",-14.14009235,0.22374769,-0.00056747,465.4567,0.0621,9.9814,-0.0103,0.1659,463.5561,"linear","gauss","gaussian",1.9006,2,"2018_Langdon_REC","5","all_exactloc"
2020,"Langdon_REC","Langdon_REC","ND",48.7587,-98.3424,42,17,0.2207,"FALSE",1.7639419,0.04620475,-7.787e-05,598.146,0.2205,5.2465,0.0133,0.0026,596.1556,"linear","gauss","gaussian",1.99039999999991,2,"2020_Langdon_REC","6","all_exactloc"
2022,"Langdon_REC","Langdon_REC","ND",48.7587,-98.3424,31,14,0.0468,"FALSE",-75.35542479,0.76116265,-0.00174012,428.6367,0.0056,7.3117,0.0025,0.6958,427.9509,"linear","gauss","gaussian",0.685800000000029,2,"2022_Langdon_REC","6","all_exactloc"
2007,"Langdon_REC","Langdon_REC","ND",48.7587,-98.3424,61,11,0.1135,"FALSE",-103.19396424,1.04037681,-0.00243467,854.7246,0.0806,5.5094,0.0114,0.0288,854.9464,"gaussian","gauss","gaussian",-0.22180000000003,2,"2007_Langdon_REC","4","all_exactloc"
2008,"Langdon_REC","Langdon_REC","ND",48.7587,-98.3424,61,15,0.0844,"FALSE",-88.05002914,0.86809984,-0.00196914,821.1224,0.0299,8.8001,-0.0054,0.1877,822.6453,"gaussian","gauss","gaussian",-1.52290000000005,2,"2008_Langdon_REC","4","all_exactloc"
1978,"Langdon_REC","Langdon_REC","ND",48.7587,-98.3424,24,13,0.1877,"TRUE",129.45394294,-1.14687949,0.00269276,317.7501,0.1005,9.3519,-0.0093,0.1247,318.1972,"gaussian","exclude","gaussian",-0.447100000000034,2,"1978_Langdon_REC","1","all_exactloc"
1979,"Langdon_REC","Langdon_REC","ND",48.7587,-98.3424,36,10,0.4166,"FALSE",-20.69451902,0.28641624,-0.00071306,487.7773,0.4151,14.7393,-0.0315,0,485.871,"linear","gauss","gaussian",1.90630000000004,2,"1979_Langdon_REC","1","all_exactloc"
1980,"Langdon_REC","Langdon_REC","ND",48.7587,-98.3424,40,10,0.0672,"TRUE",104.47458839,-0.81191874,0.00168813,481.0406,0.0527,8.9142,-0.0086,0.1521,479.657,"linear","exclude","gaussian",1.3836,2,"1980_Langdon_REC","2","all_exactloc"
1982,"Langdon_REC","Langdon_REC","ND",48.7587,-98.3424,36,8,0.0229,"FALSE",-191.11551149,1.88144277,-0.00445261,499.3709,0.0024,8.3347,-0.0034,0.777,498.1169,"linear","gauss","gaussian",1.25400000000002,2,"1982_Langdon_REC","2","all_exactloc"
1983,"Langdon_REC","Langdon_REC","ND",48.7587,-98.3424,34,11,0.1982,"FALSE",-316.40068966,3.10474409,-0.00744931,466.6477,0.1324,13.2384,-0.0295,0.0382,467.3285,"gaussian","gauss","gaussian",-0.680800000000033,2,"1983_Langdon_REC","2","all_exactloc"
1984,"Langdon_REC","Langdon_REC","ND",48.7587,-98.3424,35,11,0.2274,"FALSE",-68.89867905,0.72631703,-0.00172697,478.326,0.2195,12.8544,-0.0252,0.0049,476.6827,"linear","gauss","gaussian",1.64330000000001,2,"1984_Langdon_REC","2","all_exactloc"
1985,"Langdon_REC","Langdon_REC","ND",48.7587,-98.3424,29,9,0.2311,"FALSE",-1.20338973,0.11432308,-0.0003458,398.7207,0.231,15.0423,-0.0356,0.0091,396.7247,"linear","gauss","gaussian",1.99600000000004,2,"1985_Langdon_REC","2","all_exactloc"
1986,"Langdon_REC","Langdon_REC","ND",48.7587,-98.3424,31,8,0.0119,"TRUE",181.64025323,-1.65149142,0.00391772,439.0464,0.0016,8.2652,-0.0031,0.8286,437.3684,"linear","exclude","gaussian",1.678,2,"1986_Langdon_REC","2","all_exactloc"
1988,"Langdon_REC","Langdon_REC","ND",48.7587,-98.3424,16,9,0.4372,"TRUE",1391.25397984,-13.52071807,0.03301199,236.1448,0.009,10.1781,-0.0151,0.6861,243.1975,"gaussian","exclude","gaussian",-7.05269999999999,2,"1988_Langdon_REC","2","all_exactloc"
1989,"Langdon_REC","Langdon_REC","ND",48.7587,-98.3424,21,9,0.208,"FALSE",-101.6138017,1.08411458,-0.00269639,285.6681,0.1957,12.5945,-0.0258,0.0449,283.9919,"linear","gauss","gaussian",1.67619999999999,2,"1989_Langdon_REC","2","all_exactloc"
1991,"Langdon_REC","Langdon_REC","ND",48.7587,-98.3424,19,9,0.0771,"FALSE",-149.04406363,1.55473365,-0.00385115,285.4132,0.0633,11.3858,-0.0174,0.2985,283.6938,"linear","gauss","gaussian",1.71940000000001,2,"1991_Langdon_REC","3","all_exactloc"
1992,"Langdon_REC","Langdon_REC","ND",48.7587,-98.3424,28,12,0.543,"FALSE",-147.56036116,1.43568537,-0.00331621,374.3625,0.4373,12.9875,-0.0238,1e-04,378.1855,"gaussian","gauss","gaussian",-3.82299999999998,2,"1992_Langdon_REC","3","all_exactloc"
1994,"Langdon_REC","Langdon_REC","ND",48.7587,-98.3424,51,18,0.097,"FALSE",-15.38060999,0.20812273,-0.00046227,733.4821,0.0911,6.1561,0.0085,0.0331,731.8153,"linear","gauss","gaussian",1.66679999999997,2,"1994_Langdon_REC","3","all_exactloc"
1996,"Langdon_REC","Langdon_REC","ND",48.7587,-98.3424,56,14,0.0019,"FALSE",-14.15604446,0.19866788,-0.00044815,829.8162,0.0012,7.3321,0.0024,0.7974,827.8513,"linear","gauss","gaussian",1.96489999999994,2,"1996_Langdon_REC","3","all_exactloc"
1993,"Laramie_Butler","Laramie_Butler","WY",41.0462,-104.3627,16,10,0.1257,"TRUE",165.25749255,-1.39470643,0.00306476,187.2043,0.0799,3.8978,0.0118,0.2826,186.0208,"linear","exclude","gaussian",1.18349999999998,2,"1993_Laramie_Butler","3","all_exactloc"
1999,"Miller_1","Miller_1","SD",44.5183,-98.9884,69,13,0.0258,"TRUE",53.12744672,-0.43630691,0.00104912,994.5924,0.0218,6.2502,0.0073,0.226,992.873,"linear","exclude","gaussian",1.71939999999995,2,"1999_Miller_1","3","all_exactloc"
2001,"Miller_2","Miller_2","SD",44.5183,-98.9884,46,9,0.0673,"FALSE",-136.3638768,1.29690898,-0.00291424,638.1748,0.0482,5.6443,0.0102,0.1419,637.1068,"linear","gauss","gaussian",1.06799999999998,2,"2001_Miller_2","4","all_exactloc"
1997,"Minot_REC","Minot_REC","ND",48.1821,-101.2973,89,12,0.0465,"FALSE",-197.91925416,1.94274648,-0.0045957,1240.1692,0.0235,10.3501,-0.014,0.1614,1240.2892,"gaussian","gauss","gaussian",-0.119999999999891,2,"1997_Minot_REC","3","all_exactloc"
1998,"Minot_REC","Minot_REC","ND",48.1821,-101.2973,98,12,0.0232,"FALSE",-137.05085634,1.3436407,-0.00311497,1451.0198,0.0092,6.3457,0.0069,0.3523,1450.4123,"linear","gauss","gaussian",0.607500000000073,2,"1998_Minot_REC","3","all_exactloc"
2000,"Minot_REC","Minot_REC","ND",48.1821,-101.2973,115,20,0.0154,"TRUE",12.98914251,-0.05082093,0.00012409,1646.2612,0.015,7.1238,0.0031,0.1937,1644.311,"linear","exclude","gaussian",1.9502,2,"2000_Minot_REC","4","all_exactloc"
2001,"Minot_REC","Minot_REC","ND",48.1821,-101.2973,86,19,0.0035,"TRUE",21.56637062,-0.12685906,0.00029027,1192.6176,5e-04,7.6122,5e-04,0.8398,1190.8794,"linear","exclude","gaussian",1.73820000000001,2,"2001_Minot_REC","4","all_exactloc"
2002,"Minot_REC","Minot_REC","ND",48.1821,-101.2973,84,9,0.026,"TRUE",57.09130472,-0.47340203,0.00112895,1163.4819,0.0248,5.3296,0.0101,0.1488,1161.5843,"linear","exclude","gaussian",1.89760000000001,2,"2002_Minot_REC","4","all_exactloc"
2003,"Minot_REC","Minot_REC","ND",48.1821,-101.2973,65,10,0.1337,"FALSE",-97.98814901,0.93500359,-0.00207023,868.4517,0.1231,3.5602,0.018,0.0043,867.2441,"linear","gauss","gaussian",1.20759999999996,2,"2003_Minot_REC","4","all_exactloc"
2004,"Minot_REC","Minot_REC","ND",48.1821,-101.2973,72,11,0.0486,"FALSE",-230.84903751,2.07291966,-0.00450381,1034.7546,0.0084,8.9169,-0.0055,0.4511,1035.7302,"gaussian","gauss","gaussian",-0.975599999999986,2,"2004_Minot_REC","4","all_exactloc"
2005,"Minot_REC","Minot_REC","ND",48.1821,-101.2973,94,17,0.0036,"FALSE",-23.4779601,0.26580387,-0.00056898,1481.0612,0.0033,5.9953,0.0068,0.5857,1479.0917,"linear","gauss","gaussian",1.96950000000015,2,"2005_Minot_REC","4","all_exactloc"
2009,"Minot_REC","Minot_REC","ND",48.1821,-101.2973,57,10,0.124,"FALSE",-540.1552295,4.86297654,-0.01079337,811.3568,0.0223,4.7591,0.0125,0.2864,815.6149,"gaussian","gauss","gaussian",-4.25810000000001,2,"2009_Minot_REC","4","all_exactloc"
2011,"Minot_REC","Minot_REC","ND",48.1821,-101.2973,60,13,0.0169,"FALSE",-242.0761542,2.34096471,-0.0054918,909.2269,1e-04,7.0715,0.0014,0.9395,908.2432,"linear","gauss","gaussian",0.983699999999999,2,"2011_Minot_REC","5","all_exactloc"
2012,"Minot_REC","Minot_REC","ND",48.1821,-101.2973,50,10,0.1045,"FALSE",-579.60417404,5.49451906,-0.01284697,769.3856,0.027,3.8022,0.0189,0.2857,771.5331,"gaussian","gauss","gaussian",-2.14750000000004,2,"2012_Minot_REC","5","all_exactloc"
2013,"Minot_REC","Minot_REC","ND",48.1821,-101.2973,39,9,0.0032,"TRUE",89.12044486,-0.71099,0.00155306,572.5247,2e-04,7.9737,-0.001,0.9383,570.6436,"linear","exclude","gaussian",1.88110000000006,2,"2013_Minot_REC","5","all_exactloc"
2014,"Minot_REC","Minot_REC","ND",48.1821,-101.2973,47,10,0.2479,"FALSE",-46.57588109,0.46156473,-0.00097772,660.8245,0.246,1.3116,0.0288,4e-04,658.9424,"linear","gauss","gaussian",1.88209999999992,2,"2014_Minot_REC","5","all_exactloc"
2016,"Minot_REC","Minot_REC","ND",48.1821,-101.2973,22,12,0.4403,"FALSE",-471.68780151,4.27807139,-0.00953787,320.5525,0.1285,3.8403,0.0184,0.1254,328.2943,"gaussian","gauss","gaussian",-7.74180000000001,2,"2016_Minot_REC","5","all_exactloc"
2017,"Minot_REC","Minot_REC","ND",48.1821,-101.2973,44,12,0.1105,"FALSE",-280.35835429,2.81938635,-0.00689382,674.8063,0.0406,4.7428,0.0153,0.2046,676.1354,"gaussian","gauss","gaussian",-1.32910000000004,2,"2017_Minot_REC","5","all_exactloc"
2018,"Minot_REC","Minot_REC","ND",48.1821,-101.2973,35,14,0.2214,"FALSE",-261.79263764,2.52200675,-0.00589855,519.2839,0.1289,2.8983,0.0228,0.0445,521.2107,"gaussian","gauss","gaussian",-1.92679999999996,2,"2018_Minot_REC","5","all_exactloc"
2019,"Minot_REC","Minot_REC","ND",48.1821,-101.2973,28,9,0.1743,"FALSE",-556.05525677,5.38287528,-0.01285122,411.299,0.0134,9.4246,-0.009,0.5738,414.2834,"gaussian","gauss","gaussian",-2.98439999999999,2,"2019_Minot_REC","5","all_exactloc"
2020,"Minot_REC","Minot_REC","ND",48.1821,-101.2973,38,13,0.153,"FALSE",-292.32837455,2.75345697,-0.00632148,561.6751,0.0826,2.5734,0.0225,0.1006,562.7088,"gaussian","gauss","gaussian",-1.03369999999995,2,"2020_Minot_REC","6","all_exactloc"
2022,"Minot_REC","Minot_REC","ND",48.1821,-101.2973,35,14,0.3228,"FALSE",-334.26911866,3.14631395,-0.00723556,527.4819,0.2374,-1.3256,0.0419,0.0075,529.6397,"gaussian","gauss","gaussian",-2.15779999999995,2,"2022_Minot_REC","6","all_exactloc"
2007,"Minot_REC","Minot_REC","ND",48.1821,-101.2973,75,9,0.1009,"FALSE",-410.58093612,3.80897881,-0.0086751,1036.3122,0.0075,6.1621,0.0061,0.4738,1041.7278,"gaussian","gauss","gaussian",-5.41559999999981,2,"2007_Minot_REC","4","all_exactloc"
2008,"Minot_REC","Minot_REC","ND",48.1821,-101.2973,77,13,0.105,"FALSE",-220.66833825,2.03780881,-0.0045441,1139.7065,0.0745,3.0008,0.0214,0.0186,1140.2852,"gaussian","gauss","gaussian",-0.578700000000026,2,"2008_Minot_REC","4","all_exactloc"
1978,"Minot_REC","Minot_REC","ND",48.1821,-101.2973,26,12,0.0345,"FALSE",4.28630662,0.03688292,-0.00010375,345.6797,0.0344,8.7315,-0.0061,0.3667,343.6839,"linear","gauss","gaussian",1.99580000000003,2,"1978_Minot_REC","1","all_exactloc"
1979,"Minot_REC","Minot_REC","ND",48.1821,-101.2973,32,10,0.2671,"FALSE",-349.62296867,3.35621938,-0.0078851,417.2539,0.0392,9.6806,-0.0103,0.3056,423.9194,"gaussian","gauss","gaussian",-6.66550000000001,2,"1979_Minot_REC","1","all_exactloc"
1981,"Minot_REC","Minot_REC","ND",48.1821,-101.2973,40,9,0.0273,"TRUE",114.52879381,-1.03865613,0.00251758,509.2934,0,7.386,1e-04,0.9872,508.3983,"linear","exclude","gaussian",0.895100000000014,2,"1981_Minot_REC","2","all_exactloc"
1982,"Minot_REC","Minot_REC","ND",48.1821,-101.2973,53,6,0.1322,"FALSE",-1408.14923719,12.95751083,-0.02965169,723.0011,0.0012,6.5762,0.0037,0.8145,728.4555,"gaussian","gauss","gaussian",-5.45440000000008,2,"1982_Minot_REC","2","all_exactloc"
1984,"Minot_REC","Minot_REC","ND",48.1821,-101.2973,52,12,0.2962,"FALSE",-572.48130291,5.26647341,-0.01195848,726.913,1e-04,7.0965,9e-04,0.9403,743.17,"gaussian","gauss","gaussian",-16.2569999999999,2,"1984_Minot_REC","2","all_exactloc"
1985,"Minot_REC","Minot_REC","ND",48.1821,-101.2973,40,16,0.478,"FALSE",3.86687248,0.06689339,-0.00022472,541.8652,0.4775,14.9493,-0.0329,0,539.8977,"linear","gauss","gaussian",1.96749999999997,2,"1985_Minot_REC","2","all_exactloc"
1986,"Minot_REC","Minot_REC","ND",48.1821,-101.2973,41,23,0.1539,"FALSE",-34.87588231,0.39906165,-0.00092991,577.8935,0.1026,5.8578,0.0098,0.0447,578.3079,"gaussian","gauss","gaussian",-0.414400000000001,2,"1986_Minot_REC","2","all_exactloc"
1988,"Minot_REC","Minot_REC","ND",48.1821,-101.2973,38,9,0.1776,"FALSE",-312.83953466,3.06330496,-0.00732529,537.6815,0.1529,-1.074,0.0408,0.0196,536.8042,"linear","gauss","gaussian",0.877299999999991,2,"1988_Minot_REC","2","all_exactloc"
1990,"Minot_REC","Minot_REC","ND",48.1821,-101.2973,37,11,0.0204,"TRUE",79.60989387,-0.68101372,0.00159572,468.6592,0.0109,8.0765,-0.0053,0.5355,467.0171,"linear","exclude","gaussian",1.64209999999997,2,"1990_Minot_REC","3","all_exactloc"
1992,"Minot_REC","Minot_REC","ND",48.1821,-101.2973,51,12,0.1125,"FALSE",-281.7282559,2.58259243,-0.00576641,700.3803,0.004,8.1552,-0.0034,0.6658,704.2574,"gaussian","gauss","gaussian",-3.87709999999993,2,"1992_Minot_REC","3","all_exactloc"
1995,"Minot_REC","Minot_REC","ND",48.1821,-101.2973,82,11,0.031,"FALSE",-123.59101551,1.20866205,-0.00277149,1187.3045,8e-04,8.458,-0.0013,0.8069,1187.826,"gaussian","gauss","gaussian",-0.52150000000006,2,"1995_Minot_REC","3","all_exactloc"
1996,"Minot_REC","Minot_REC","ND",48.1821,-101.2973,62,9,0.0143,"TRUE",59.15251705,-0.46486056,0.0010488,778.6509,0.0072,7.0724,0.0026,0.511,777.0987,"linear","exclude","gaussian",1.55219999999997,2,"1996_Minot_REC","3","all_exactloc"
2023,"Minot_REC","Minot_REC","ND",48.1821,-101.2973,32,10,0.2224,"FALSE",-1032.52087321,9.45364241,-0.02147414,491.5514,0.0348,3.8946,0.018,0.3326,496.4673,"gaussian","gauss","gaussian",-4.91590000000002,2,"2023_Minot_REC","6","all_exactloc"
2019,"Moorhead_USDA","Moorhead_USDA","MN",46.9205,-96.6707,41,8,0.1349,"FALSE",-1098.21378927,10.13123831,-0.0232049,616.6087,3e-04,7.0898,0.0021,0.922,620.538,"gaussian","gauss","gaussian",-3.92930000000001,2,"2019_Moorhead_USDA","5","all_exactloc"
2020,"Moorhead_USDA","Moorhead_USDA","MN",46.9205,-96.6707,46,15,0.1381,"FALSE",-41.43657683,0.44850736,-0.00101825,661.3158,0.1284,4.607,0.0154,0.0189,659.831,"linear","gauss","gaussian",1.48479999999995,2,"2020_Moorhead_USDA","6","all_exactloc"
2021,"Moorhead_USDA","Moorhead_USDA","MN",46.9205,-96.6707,48,11,0.0581,"TRUE",24.17211986,-0.18092405,0.00049779,751.6541,0.0579,3.1754,0.0236,0.1069,749.6681,"linear","exclude","gaussian",1.98599999999999,2,"2021_Moorhead_USDA","6","all_exactloc"
