"","named_location","location","State","latitude","longitude","Year","planting_doy","harvest_doy","min_flow_50_doy","max_flow_50_doy","mu","sd","fp","fst","N","h","badfit","ofs","outside_data","mu_025","mu_975","mu_16","mu_84","AIC_gau","AIC_lm","mod_for_cens","beta1_lm","y2","y3","opt_relation_to_data","cens","y_na","county_state"
"11","Belleville_NCKEF","RPDO","KS",39.832,-97.8432,"1998",157,293,215,219,220.079301333882,NA,NA,NA,NA,2008.32536530719,TRUE,0,"greater_than",205.695543045518,221.623486666648,215.179767228066,217.667986171484,342.0045,340.0118,"exclude",-0.0081,NA,NA,"unclear","interval",NA,"Republic_KS"
"12","Belleville_NCKEF","RPDO","KS",39.832,-97.8432,"1999",160,292.028708133971,213,221,217.727320048002,NA,NA,NA,NA,2713.56247569135,TRUE,0,"in_range",NA,NA,NA,NA,336.2872,334.3768,"exclude",-0.002,NA,NA,"unclear","interval",NA,"Republic_KS"
"13","Belleville_NCKEF","RPDO","KS",39.832,-97.8432,"2000",157,292.028708133971,214,219,216.08986797254,NA,NA,NA,NA,1506.42054456105,TRUE,0,"in_range",NA,NA,NA,NA,316.7065,318.5657,"exclude",0.0171,NA,NA,"unclear","interval",NA,"Republic_KS"
"14","Belleville_NCKEF","RPDO","KS",39.832,-97.8432,"2001",162,279,212,217,215.256997923541,4.76598745968936,12.2157173806617,209.149139233211,10642.471475007,890.839909936153,FALSE,35.1319288182701,"in_range",213.254454047204,222.900012576201,214.557958563129,216.183246768095,383.6423,383.3325,"gauss",0.0219,214.557958563129,216.183246768095,"opt_within","interval",215.256997923541,"Republic_KS"
"15","Brookings","Brookings","SD",44.3693,-96.7878,"1982",154,267,220,231,224.126576757347,10.624505206795,27.2317025618097,210.510725476442,54542.7253305583,2048.03883090621,FALSE,82.978068277242,"in_range",217.163209113296,226.991472268738,222.677753938417,225.192350947821,756.4294,760.8673,"gauss",-0.006,222.677753938417,225.192350947821,"opt_within","interval",224.126576757347,"Brookings_SD"
"16","Brookings","Brookings","SD",44.3693,-96.7878,"1983",152,300,218,223,218.624029157137,4.94483194013014,12.6741142284574,212.286972042908,9860.1747407318,795.505417342896,FALSE,36.1452742823314,"in_range",201.854709653432,220.400023379389,216.759760547149,219.859526114851,673.102,671.8444,"gauss",-0.0737,216.759760547149,219.859526114851,"opt_within","interval",218.624029157137,"Brookings_SD"
"17","Brookings","Brookings","SD",44.3693,-96.7878,"1984",179,314,234,247,240.641504376186,10.8695044697917,27.8596609399113,226.71167390623,25794.8028627966,946.743938989026,FALSE,80.4814909326134,"in_range",222.802405211296,248.004958041959,238.033661429271,242.650741817385,631.0603,630.3358,"gauss",-0.0057,238.033661429271,242.650741817385,"opt_within","interval",240.641504376186,"Brookings_SD"
"18","Brookings","Brookings","SD",44.3693,-96.7878,"1985",171,311,236,246,244.949365495578,NA,NA,NA,NA,1470.8632714434,TRUE,0,"in_range",NA,NA,NA,NA,542.9256,541.3616,"exclude",-0.0131,NA,NA,"unclear","interval",NA,"Brookings_SD"
"19","Brookings","Brookings","SD",44.3693,-96.7878,"1986",171,328,234,246,235.400837423713,8.21166869995179,21.0473537563136,224.877160545556,19016.7278555307,923.877600724803,FALSE,60.6934187149569,"in_range",202.382022236137,238.607184595543,230.861061869096,237.537579847965,472.5467,472.9288,"gauss",-0.0559,230.861061869096,237.537579847965,"opt_within","interval",235.400837423713,"Brookings_SD"
"20","Brookings","Brookings","SD",44.3693,-96.7878,"1988",147,297.821656050955,204,212,193.007962799068,26.8996957586082,68.9466944242356,158.53461558695,111216.498474928,1649.42250343675,FALSE,207.084760219377,"less_than",168.893698579104,208.290990179773,200.016856633653,207.209731556135,463.4464,461.4593,"gauss",-0.0207,187,207.209731556135,"opt_before","interval",193.007962799068,"Brookings_SD"
"21","Brookings","Brookings","SD",44.3693,-96.7878,"1993",146,298,216,230,228.473217009167,11.9082241896708,30.5220067062573,213.212213656038,36645.3305584323,1227.67018038892,FALSE,89.8285807244331,"in_range",224.293034873061,277.136350938476,225.491402162694,234.756476297776,457.4996,458.1966,"gauss",0.0346,225.491402162694,234.756476297776,"opt_within","interval",228.473217009167,"Brookings_SD"
"22","Brookings","Brookings","SD",44.3693,-96.7878,"1994",139,286,205,213,207.080044789194,34.2078996243361,87.6783746351209,163.240857471634,174157.053200982,2031.06921836748,FALSE,267.020083135206,"in_range",194.074405299973,219.893104934785,207.071556073947,210.914746858159,420.7712,418.7772,"gauss",-0.0021,207.071556073947,210.914746858159,"opt_within","interval",207.080044789194,"Brookings_SD"
"23","Brookings","Brookings","SD",44.3693,-96.7878,"1997",140,281,208,219,216.524924588596,18.049850939624,46.2636294590437,193.393109859074,112049.195251512,2476.53909277738,FALSE,142.715936437768,"in_range",212.837496313747,255.40858713709,214.032368108405,221.216038865451,641.6866,640.3193,"gauss",0.0113,214.032368108405,221.216038865451,"opt_within","interval",216.524924588596,"Brookings_SD"
"24","Brookings","Brookings","SD",44.3693,-96.7878,"1998",143.2,297.821656050955,210,219,215.6851430426,8.38508029290876,21.4918255531888,204.939230266005,46576.6560652413,2216.00709057668,FALSE,65.8256563863393,"in_range",214.683183081958,220.264769831389,215.098608173186,216.711333638544,752.9169,754.8482,"gauss",0.0187,215.098608173186,216.711333638544,"opt_within","interval",215.6851430426,"Brookings_SD"
"25","Carrington_REC","Carrington","ND",47.5156,-99.1215,"1978",136,254,202,212,208.013668146442,NA,NA,NA,NA,1055.09618433512,TRUE,0,"in_range",NA,NA,NA,NA,322.7525,321.3188,"exclude",-0.0067,NA,NA,"unclear","interval",NA,"Foster_ND"
"26","Carrington_REC","Carrington","ND",47.5156,-99.1215,"1982",145,287,210,224,228.199490314794,36.3350161984987,93.1303937865489,181.634293421519,178885.42629587,1964.08223701316,FALSE,282.998797350442,"greater_than",211.202276580058,285.419710516485,216.49495571044,227.143100510673,870.2661,868.3378,"gauss",0.0089,216.49495571044,252,"opt_after","interval",228.199490314794,"Foster_ND"
"27","Carrington_REC","Carrington","ND",47.5156,-99.1215,"1991",148,270,208,219,210.024350206904,NA,NA,NA,NA,1976.05261412732,TRUE,0,"in_range",NA,NA,NA,NA,1015.4081,1013.5629,"exclude",0.0052,NA,NA,"unclear","interval",NA,"Foster_ND"
"28","Carrington_REC","Carrington","ND",47.5156,-99.1215,"1993",146,294,223,234,227.943340147131,11.4232133736845,29.2788739651909,213.303903164536,55761.7722574006,1947.41425690601,FALSE,88.9207920575879,"in_range",221.938700532415,229.81712817859,226.779577361833,228.722518260733,1331.246,1334.7926,"gauss",-0.005,226.779577361833,228.722518260733,"opt_within","interval",227.943340147131,"Foster_ND"
"29","Carrington_REC","Carrington","ND",47.5156,-99.1215,"1994",145,285,207,220,217.801050052406,14.5943088964616,37.4067188286037,199.097690638104,76621.3071168553,2094.4793758578,FALSE,114.149965559676,"in_range",215.508840883204,242.040692914786,216.31152138543,221.009140116542,1340.0048,1342.0711,"gauss",0.0137,216.31152138543,221.009140116542,"opt_within","interval",217.801050052406,"Foster_ND"
"30","Carrington_REC","Carrington","ND",47.5156,-99.1215,"1997",149,273,208,219,212.543283413554,12.3126478353202,31.558586218708,196.7639903042,72861.6498523463,2360.79136954783,FALSE,97.0546114279467,"in_range",206.848070949994,214.665680518967,211.467767427773,213.35175388696,1350.3712,1352.7628,"gauss",-0.004,211.467767427773,213.35175388696,"opt_within","interval",212.543283413554,"Foster_ND"
"31","Carrington_REC","Carrington","ND",47.5156,-99.1215,"1998",146,270,214,224,217.026813524293,15.193771919924,38.9432043810124,197.555211333786,89083.7946423292,2339.06974309784,FALSE,119.69382028403,"in_range",202.590156695942,219.549537198821,214.953679886184,218.237838220928,1460.9956,1461.6836,"gauss",-0.0058,214.953679886184,218.237838220928,"opt_within","interval",217.026813524293,"Foster_ND"
"32","Carrington_REC","Carrington","ND",47.5156,-99.1215,"1999",152,286,210,227,220.802416844418,19.1214547443407,49.0102605262002,196.297286581318,121335.970872018,2531.50450954743,FALSE,151.401056726713,"in_range",217.39437282959,229.341411848869,219.493304908376,222.630390280808,1498.6627,1501.5748,"gauss",0.0028,219.493304908376,222.630390280808,"opt_within","interval",220.802416844418,"Foster_ND"
"33","Carrington_REC","Carrington","ND",47.5156,-99.1215,"2000",154,291,218,229,224.001304547362,11.0504676467113,28.3234882252856,209.839560434719,61485.9546575945,2219.75646171506,FALSE,86.7593476279019,"in_range",220.962490974763,226.179288189581,223.116362735529,224.757933294747,1221.4071,1226.6714,"gauss",-0.0015,223.116362735529,224.757933294747,"opt_within","interval",224.001304547362,"Foster_ND"
"34","Carrington_REC","Carrington","ND",47.5156,-99.1215,"2001",151,288,215,228,244.164055496376,24.1296109395483,61.8466813511205,213.240714820816,193954.662476616,3206.71209895438,FALSE,193.915635353412,"greater_than",226.518142785869,481.672447422038,229.028294313603,263.878644372973,1474.9886,1473.2448,"gauss",0.0379,229.028294313603,253,"opt_after","interval",244.164055496376,"Foster_ND"
"35","Carrington_REC","Carrington","ND",47.5156,-99.1215,"2002",149,303.473684210526,215,225,221.928041784749,NA,NA,NA,NA,2058.44055774839,TRUE,0,"in_range",NA,NA,NA,NA,1457.9623,1456.829,"exclude",-0.0115,NA,NA,"unclear","interval",NA,"Foster_ND"
"36","Carrington_REC","Carrington","ND",47.5156,-99.1215,"2003",148,293,216,224,220.538762633522,NA,NA,NA,NA,2068.71003772343,TRUE,0,"in_range",NA,NA,NA,NA,985.2853,983.8698,"exclude",-9e-04,NA,NA,"unclear","interval",NA,"Foster_ND"
"37","Carrington_REC","Carrington","ND",47.5156,-99.1215,"2004",147,301,221,234,218.72992547065,21.444175817752,54.9636341821075,191.248108379596,94062.9872430385,1749.92515221984,FALSE,165.74367929227,"less_than",162.071803267818,225.67103734786,212.073620326487,224.314899864739,1090.5925,1089.2335,"gauss",-0.0172,187,224.314899864739,"opt_before","interval",218.72992547065,"Foster_ND"
"38","Carrington_REC","Carrington","ND",47.5156,-99.1215,"2005",143,298,212,221,219.213438458124,49.6809701007858,127.337450020873,155.544713447688,265561.55822492,2132.48117760751,FALSE,389.038260745588,"in_range",206.807763002823,233.888066702406,214.321328082225,218.45514476254,1486.8258,1484.8316,"gauss",0.0014,214.321328082225,218.45514476254,"opt_within","interval",219.213438458124,"Foster_ND"
"39","Carrington_REC","Carrington","ND",47.5156,-99.1215,"2006",152,296,202,214,210.535178405843,14.689230530491,37.6500127659927,191.710172022847,89821.9615896069,2439.45917468625,FALSE,116.032140068085,"in_range",208.523471631503,225.073071667019,209.312342208371,213.130910720551,1538.1962,1538.5678,"gauss",0.0111,209.312342208371,213.130910720551,"opt_within","interval",210.535178405843,"Foster_ND"
"40","Carrington_REC","Carrington","ND",47.5156,-99.1215,"2007",154,318.56,210,224,219.396453245704,15.4350804063435,39.5617029181126,199.615601786648,99683.8095378603,2576.47419055826,FALSE,122.350073889265,"in_range",217.397937033893,224.810673687616,218.480204061549,220.680641515898,1361.2077,1362.6346,"gauss",0.0045,218.480204061549,220.680641515898,"opt_within","interval",219.396453245704,"Foster_ND"
"41","Carrington_REC","Carrington","ND",47.5156,-99.1215,"2008",141,302,216,231,224.911615833315,13.7653047062554,35.2818955930002,207.270668036815,66955.5311858871,1940.48681571488,FALSE,107.126933556824,"in_range",222.686856576047,238.430778784983,223.603011218428,227.501647746658,1169.3025,1174.1432,"gauss",0.0138,223.603011218428,227.501647746658,"opt_within","interval",224.911615833315,"Foster_ND"
"42","Carrington_REC","Carrington","ND",47.5156,-99.1215,"2009",147,320,222,230,225.629990215277,4.98231503226193,12.7701872592633,219.244896585646,16048.0778067396,1284.99637514366,FALSE,37.7040091131751,"in_range",223.006683201013,226.456889269934,224.924133667579,226.070889315239,1063.261,1065.8554,"gauss",-0.0307,224.924133667579,226.070889315239,"opt_within","interval",225.629990215277,"Foster_ND"
"43","Carrington_REC","Carrington","ND",47.5156,-99.1215,"2010",140,294,208,216,211.235418637433,4.19624200553836,10.7554010232034,205.857718125831,12494.7679692357,1187.89412530419,FALSE,31.5805892062298,"in_range",209.476607827699,211.890987735822,210.660021581286,211.593808757636,1091.6056,1097.3235,"gauss",-0.05,210.660021581286,211.593808757636,"opt_within","interval",211.235418637433,"Foster_ND"
"44","Carrington_REC","Carrington","ND",47.5156,-99.1215,"2012",158,286,217,229,215.687820225762,19.4106230576068,49.7514287353442,190.812105858089,110589.617127014,2272.92415675872,FALSE,152.630432520171,"less_than",160.205072634985,221.790038575734,209.447558241383,220.644043334315,794.2213,792.6064,"gauss",-0.0186,198,220.644043334315,"opt_before","interval",215.687820225762,"Foster_ND"
"45","Carrington_REC","Carrington","ND",47.5156,-99.1215,"2013",157,298,221,230,232.2048913214,21.9527736331751,56.2672228352836,204.071279903758,93016.9661466763,1690.3741281466,FALSE,169.280855627727,"greater_than",222.812786171727,268.349801448594,225.56605077113,231.624703622796,625.8539,623.9198,"gauss",0.0137,225.56605077113,263,"opt_after","interval",232.2048913214,"Foster_ND"
"46","Carrington_REC","Carrington","ND",47.5156,-99.1215,"2014",154,300,220,229,223.459470225448,13.0508528272789,33.4506817449829,206.734129352957,71456.0398224917,2184.28909225422,FALSE,102.357602909181,"in_range",212.020970085859,228.532814445484,221.881272934396,224.922698757645,488.5508,487.2631,"gauss",-0.0043,221.881272934396,224.922698757645,"opt_within","interval",223.459470225448,"Foster_ND"
"47","Carrington_REC","Carrington","ND",47.5156,-99.1215,"2015",154,307,216,224,221.518480339771,14.9158324447833,38.230816842026,202.403071918758,63832.7710598752,1707.28595572788,FALSE,115.095034158917,"in_range",215.936675144544,235.806905674353,219.518871741413,222.805832060063,688.7182,686.8532,"gauss",0.0066,219.518871741413,222.805832060063,"opt_within","interval",221.518480339771,"Foster_ND"
"48","Carrington_REC","Carrington","ND",47.5156,-99.1215,"2016",148,314,205,220,225.100327672614,17.6841210440593,45.326226018589,202.437214663319,84537.1695568917,1907.10361672394,FALSE,137.466861192384,"greater_than",216.30132495794,338.025633896756,218.068667455297,235.505592514233,560.2768,559.1284,"gauss",0.0331,218.068667455297,279,"opt_after","interval",225.100327672614,"Foster_ND"
"49","Carrington_REC","Carrington","ND",47.5156,-99.1215,"2017",145,306,209,223,216.754166701971,28.9382987956883,74.1718442516237,179.668244576159,153582.661219461,2117.2846935336,FALSE,226.502262551161,"in_range",203.967475732278,238.808884100889,213.44900855471,219.412452643403,784.4183,782.4992,"gauss",0.0016,213.44900855471,219.412452643403,"opt_within","interval",216.754166701971,"Foster_ND"
"50","Carrington_REC","Carrington","ND",47.5156,-99.1215,"2018",156,292,206,221,216.022485090855,9.07387280717944,23.2572718031868,204.393849189261,34712.8221303155,1526.18542425239,FALSE,69.4872734544791,"in_range",211.952731768039,219.22012820888,214.688990825444,217.263409752083,670.8849,685.8423,"gauss",0.008,214.688990825444,217.263409752083,"opt_within","interval",216.022485090855,"Foster_ND"
"51","Carrington_REC","Carrington","ND",47.5156,-99.1215,"2020",153,280,206,221,189.947890324766,61.808768335485,158.422247649449,110.736766500042,295330.365345153,1906.19830479524,FALSE,480.453073895108,"less_than",159.756058124728,225.391507900586,203.878316251357,215.715259904041,626.2523,624.2619,"gauss",-0.0065,193,215.715259904041,"opt_before","interval",189.947890324766,"Foster_ND"
"52","Carrington_REC","Carrington","ND",47.5156,-99.1215,"2021",146,292,206,217,232.445262670055,21.9533101856233,56.2685980745434,204.310963632783,81330.0615083288,1477.95480175785,FALSE,167.74874131766,"greater_than",213.275401133346,300.688123675032,214.536724797725,227.273318361379,623.4453,621.5375,"gauss",0.0407,214.536724797725,257,"opt_after","interval",232.445262670055,"Foster_ND"
"53","Carrington_REC","Carrington","ND",47.5156,-99.1215,"2022",157,292,217,226,219.295121093947,NA,NA,NA,NA,1942.79644974215,TRUE,0,"in_range",NA,NA,NA,NA,613.0956,611.8912,"exclude",0.0246,NA,NA,"unclear","interval",NA,"Foster_ND"
"54","Carrington_REC","Carrington","ND",47.5156,-99.1215,"2023",150,319,214,219,216.021473073089,7.2336482164261,18.5405863927195,206.751179876729,47390.5225485974,2613.63043505797,FALSE,57.3915862687966,"in_range",213.735948428746,220.963259159887,215.331302544761,216.889897028948,735.5918,733.8775,"gauss",0.0067,215.331302544761,216.889897028948,"opt_within","interval",216.021473073089,"Foster_ND"
"55","Casselton_ASF","Casselton_Sunwheat-full","ND",46.8871,-97.2305,"1987",148,286.681589255736,199,212,219.35643134042,33.7100875448334,86.4024309354536,176.155215872693,269953.602933931,3194.76791075707,FALSE,270.845728093009,"greater_than",203.717233633533,250.69837573641,205.911090463417,212.404391552981,54.3288,52.5023,"gauss",0.0121,205.911090463417,251.681589255736,"opt_after","interval",219.35643134042,"Cass_ND"
"56","Casselton_ASF","Casselton","ND",46.8871,-97.2305,"1990",141,274,198,209,213.585521168881,21.3343012774245,54.682014403767,186.244513966998,155679.337958495,2911.1368255715,FALSE,170.421399968606,"greater_than",204.552951837679,301.565043976764,205.765689410559,219.053638286391,748.2947,746.7499,"gauss",0.0218,205.765689410559,239,"opt_after","interval",213.585521168881,"Cass_ND"
"57","Casselton_ASF","Casselton","ND",46.8871,-97.2305,"1992",139,282,211,221,218.149439891529,15.5320420347577,39.8102255714965,198.244327105781,106032.384644892,2723.45395614906,FALSE,123.552732269131,"in_range",214.870458699574,243.146020109417,216.359116564908,221.016407270287,832.0012,832.3407,"gauss",0.0088,216.359116564908,221.016407270287,"opt_within","interval",218.149439891529,"Cass_ND"
"58","Casselton_ASF","Casselton","ND",46.8871,-97.2305,"1993",140,284,218,230,226.038514695314,16.3914167369632,42.0128915614983,205.032068914565,91787.0012378093,2233.95672092496,FALSE,128.745408811213,"in_range",220.269959175414,246.908841576448,224.041741412864,228.541168879348,955.3755,955.0301,"gauss",0.0059,224.041741412864,228.541168879348,"opt_within","interval",226.038514695314,"Cass_ND"
"59","Casselton_ASF","Casselton","ND",46.8871,-97.2305,"1994",137,284.375,199,213,202.683930709524,NA,NA,NA,NA,2107.9177662597,TRUE,0,"in_range",NA,NA,NA,NA,1549.1087,1549.0538,"linear",0.0125,213,249.375,"opt_after","interval",NA,"Cass_ND"
"60","Casselton_ASF","Casselton","ND",46.8871,-97.2305,"1995",138,285,207,218,212.432851738129,NA,NA,NA,NA,1638.96759837984,TRUE,0,"in_range",NA,NA,NA,NA,1394.9609,1399.6083,"exclude",0.0029,NA,NA,"unclear","interval",NA,"Cass_ND"
"61","Casselton_ASF","Casselton","ND",46.8871,-97.2305,"1996",143,281.571428571429,213,224,214.951702112656,12.5127910848066,32.0715740081329,198.91591510859,76246.00920653,2430.93300113486,FALSE,98.8179748759293,"in_range",185.847336667645,217.359525118993,211.073183949345,216.573807869451,1667.9499,1669.2652,"gauss",-0.0211,211.073183949345,216.573807869451,"opt_within","interval",214.951702112656,"Cass_ND"
"62","Casselton_ASF","Casselton","ND",46.8871,-97.2305,"1997",141,280.380952380952,206,219,234.564471634216,38.3212902474813,98.2214190206975,185.453762123867,226541.806813898,2358.40454308652,FALSE,302.048412226458,"greater_than",213.106396643123,337.518193423128,214.660897708426,230.508882609362,1543.4452,1541.4785,"gauss",0.0151,214.660897708426,245.380952380952,"opt_after","interval",234.564471634216,"Cass_ND"
"63","Casselton_ASF","Casselton","ND",46.8871,-97.2305,"1998",146,295.428571428571,212,224,220.584907643825,11.9722534179059,30.686120221628,205.241847533011,83822.8953389343,2793.16648663241,FALSE,95.3877218302725,"in_range",218.897808887657,233.646676800249,219.530225022306,222.968017620697,1912.0177,1913.1887,"gauss",0.0168,219.530225022306,222.968017620697,"opt_within","interval",220.584907643825,"Cass_ND"
"64","Casselton_ASF","Casselton","ND",46.8871,-97.2305,"1999",146,285.458333333333,206,219,457.509399215535,224.609508948058,575.697335657174,169.660731386948,2693921.3465129,4784.83359958056,FALSE,1849.25596367006,"greater_than",208.702580275397,278.247506214908,213.079405055419,223.23824191429,1904.0642,1902.0643,"gauss",0.0048,213.079405055419,250.458333333333,"opt_after","interval",457.509399215535,"Cass_ND"
"65","Casselton_ASF","Casselton","ND",46.8871,-97.2305,"2000",143,290,212,220,223.533672124903,17.5840019078037,45.06961034697,200.998866951418,123182.219039615,2794.73328234591,FALSE,140.103712516416,"greater_than",217.202591393359,292.329758939205,218.155077150725,228.831395589454,871.4121,869.8925,"gauss",0.0235,218.155077150725,255,"opt_after","interval",223.533672124903,"Cass_ND"
"66","Casselton_ASF","Casselton","ND",46.8871,-97.2305,"2001",145,285.076923076923,205,219,211.251188871587,NA,NA,NA,NA,2034.17619488375,TRUE,0,"in_range",NA,NA,NA,NA,1281.5237,1287.5076,"exclude",0.0275,NA,NA,"unclear","interval",NA,"Cass_ND"
"67","Casselton_ASF","Casselton","ND",46.8871,-97.2305,"2002",140,284,203,214,214.453547424378,15.7323359311376,40.323599484446,194.291747682155,116307.357197588,2949.33457504131,FALSE,125.774765656597,"greater_than",210.86574478513,257.920714308055,211.91494209974,220.531938130305,1239.6277,1239.0347,"gauss",0.0218,211.91494209974,249,"opt_after","interval",214.453547424378,"Cass_ND"
"68","Casselton_ASF","Casselton","ND",46.8871,-97.2305,"2003",148,283,217,225,218.387847489736,NA,NA,NA,NA,2722.0256161614,TRUE,0,"in_range",NA,NA,NA,NA,947.1506,946.1674,"linear",0.0116,225,248,"opt_after","interval",NA,"Cass_ND"
"69","Casselton_ASF","Casselton","ND",46.8871,-97.2305,"2004",148,294,220,229,223.191407628353,13.3546965959426,34.2294646598068,206.07667529845,64776.4401338109,1935.05412553668,FALSE,103.912176458177,"in_range",210.277325844899,226.168614528521,221.425121052364,224.430782694219,1904.8598,1904.5151,"gauss",-0.0064,221.425121052364,224.430782694219,"opt_within","interval",223.191407628353,"Cass_ND"
"70","Casselton_ASF","Casselton","ND",46.8871,-97.2305,"2005",143,291,203,217,210.028852626425,NA,NA,NA,NA,2972.12650638843,TRUE,0,"in_range",187.850822314604,244.660604427537,207.17356799826,215.340225085415,1373.5438,1371.5844,"exclude",3e-04,NA,NA,"unclear","interval",NA,"Cass_ND"
"71","Casselton_ASF","Casselton","ND",46.8871,-97.2305,"2006",143,282,199,209,205.741948644613,23.4495162401615,60.1035284976851,175.690184395771,168677.760682301,2869.68352824072,FALSE,187.149553802622,"in_range",199.400704801635,227.816173627198,203.334280111159,207.963487006008,1436.9986,1435.2402,"gauss",0.0037,203.334280111159,207.963487006008,"opt_within","interval",205.741948644613,"Cass_ND"
"72","Casselton_ASF","Casselton","ND",46.8871,-97.2305,"2007",144,283,207,214,209.926169188586,8.23074985700847,21.0962607297104,199.378038823731,46828.4790385696,2269.76406037551,FALSE,64.7145550107905,"in_range",201.669709422261,211.418612773856,208.63020358878,210.686268542072,1066.2073,1066.622,"gauss",-0.0131,208.63020358878,210.686268542072,"opt_within","interval",209.926169188586,"Cass_ND"
"73","Casselton_ASF","Casselton","ND",46.8871,-97.2305,"2008",142,304,212,224,218.233775523183,15.9852249554645,40.9717801345163,197.747885455925,114578.801974031,2859.53614494225,FALSE,127.548991423356,"in_range",213.933792750096,230.681109282866,216.907399510721,220.130802463128,1164.4445,1163.3626,"gauss",0.0033,216.907399510721,220.130802463128,"opt_within","interval",218.233775523183,"Cass_ND"
"74","Casselton_ASF","Casselton","ND",46.8871,-97.2305,"2009",152,314,217,227,226.448603154459,20.0127204335773,51.2946664049148,200.801269952001,146112.390344044,2912.66798995286,FALSE,159.8696956294,"in_range",220.973860631482,263.437633075725,223.264231134261,229.346566561337,858.1442,856.4363,"gauss",0.0084,223.264231134261,229.346566561337,"opt_within","interval",226.448603154459,"Cass_ND"
"75","Casselton_ASF","Casselton","ND",46.8871,-97.2305,"2010",147,265,208,217,213.759506083819,5.1408764639417,13.1765965612718,207.171207803183,22476.6519953434,1744.23308276455,FALSE,39.7255592877864,"in_range",212.975199342779,215.749955969722,213.368257923584,214.324013398332,976.8275,979.5872,"gauss",0.023,213.368257923584,214.324013398332,"opt_within","interval",213.759506083819,"Cass_ND"
